Pos,No,Driver,Car,Time,Gap,Laps
1,35,Anthony DavidsonDAV,BAR Honda,1:33.289,,22
2,9,Jenson ButtonBUT,BAR Honda,1:34.174,+0.885s,19
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:34.289,+1.000s,16
4,5,David CoulthardCOU,McLaren Mercedes,1:34.362,+1.073s,15
5,2,Rubens BarrichelloBAR,Ferrari,1:34.448,+1.159s,21
6,11,Giancarlo FisichellaFIS,Sauber Petronas,1:34.680,+1.391s,23
7,4,Ralf SchumacherRSC,Williams BMW,1:34.714,+1.425s,23
8,1,Michael SchumacherMSC,Ferrari,1:34.776,+1.487s,25
9,16,Ricardo ZontaZON,Toyota,1:34.868,+1.579s,23
10,17,Olivier PanisPAN,Toyota,1:34.870,+1.581s,25
11,38,Ryan BriscoeBRI,Toyota,1:34.881,+1.592s,29
12,12,Felipe MassaMAS,Sauber Petronas,1:34.959,+1.670s,23
13,8,Fernando AlonsoALO,Renault,1:35.514,+2.225s,27
14,3,Juan Pablo MontoyaMOY,Williams BMW,1:35.646,+2.357s,22
15,7,Jacques VilleneuveVIL,Renault,1:35.851,+2.562s,25
16,14,Mark WebberWEB,Jaguar Cosworth,1:35.886,+2.597s,22
17,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:36.363,+3.074s,19
18,18,Nick HeidfeldHEI,Jordan Ford,1:36.630,+3.341s,19
19,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:37.076,+3.787s,15
20,15,Christian KlienKLI,Jaguar Cosworth,1:37.111,+3.822s,25
21,20,Gianmaria BruniBRU,Minardi Cosworth,1:37.431,+4.142s,19
22,19,Timo GlockGLO,Jordan Ford,1:37.728,+4.439s,15
23,40,Bas LeindersLEI,Minardi Cosworth,1:38.522,+5.233s,18
24,39,Robert DoornbosDOO,Jordan Ford,1:39.051,+5.762s,15
25,10,Takuma SatoSAT,BAR Honda,,,1
