Pos,No,Driver,Car,Time
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:47.338
2,2,Felipe MassaMAS,Ferrari,1:47.678
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:47.815
4,1,Kimi RäikkönenRAI,Ferrari,1:47.992
5,3,Nick HeidfeldHEI,Sauber BMW,1:48.315
6,5,Fernando AlonsoALO,Renault,1:48.504
7,10,Mark WebberWEB,Red Bull Renault,1:48.736
8,4,Robert KubicaKUB,Sauber BMW,1:48.763
9,14,Sebastien BourdaisBOU,STR Ferrari,1:48.951
10,15,Sebastian VettelVET,STR Ferrari,1:50.319
11,11,Jarno TrulliTRU,Toyota,1:46.949
12,6,Nelson PiquetPIQ,Renault,1:46.965
13,12,Timo GlockGLO,Toyota,1:46.995
14,9,David CoulthardCOU,Red Bull Renault,1:47.018
15,7,Nico RosbergROS,Williams Toyota,1:47.429
16,17,Rubens BarrichelloBAR,Honda,1:48.153
17,16,Jenson ButtonBUT,Honda,1:48.211
18,20,Adrian SutilSUT,Force India Ferrari,1:48.226
19,8,Kazuki NakajimaNAK,Williams Toyota,1:48.268
20,21,Giancarlo FisichellaFIS,Force India Ferrari,1:48.447
