Pos,No,Driver,Car,Time
1,2,Felipe MassaMAS,Ferrari,1:15.787
2,1,Kimi RäikkönenRAI,Ferrari,1:15.815
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:15.839
4,23,Heikki KovalainenKOV,McLaren Mercedes,1:16.165
5,4,Robert KubicaKUB,Sauber BMW,1:16.171
6,7,Nico RosbergROS,Williams Toyota,1:16.548
7,5,Fernando AlonsoALO,Renault,1:16.852
8,11,Jarno TrulliTRU,Toyota,1:17.203
9,10,Mark WebberWEB,Red Bull Renault,1:17.343
10,12,Timo GlockGLO,Toyota,1:15.907
11,16,Jenson ButtonBUT,Honda,1:16.101
12,3,Nick HeidfeldHEI,Sauber BMW,1:16.455
13,8,Kazuki NakajimaNAK,Williams Toyota,1:16.479
14,17,Rubens BarrichelloBAR,Honda,1:16.537
15,9,David CoulthardCOU,Red Bull Renault,
16,14,Sebastien BourdaisBOU,STR Ferrari,1:16.806
17,6,Nelson PiquetPIQ,Renault,1:16.933
18,20,Adrian SutilSUT,Force India Ferrari,1:17.225
19,15,Sebastian VettelVET,STR Ferrari,1:16.955
20,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.823
