Pos,No,Driver,Car,Time
1,2,Felipe MassaMAS,Ferrari,1:44.801
2,22,Lewis HamiltonHAM,McLaren Mercedes,1:45.465
3,1,Kimi RäikkönenRAI,Ferrari,1:45.617
4,4,Robert KubicaKUB,Sauber BMW,1:45.779
5,23,Heikki KovalainenKOV,McLaren Mercedes,1:45.873
6,15,Sebastian VettelVET,STR Ferrari,1:46.244
7,12,Timo GlockGLO,Toyota,1:46.328
8,7,Nico RosbergROS,Williams Toyota,1:46.611
9,3,Nick HeidfeldHEI,Sauber BMW,1:45.964
10,8,Kazuki NakajimaNAK,Williams Toyota,1:47.547
11,11,Jarno TrulliTRU,Toyota,1:45.038
12,16,Jenson ButtonBUT,Honda,1:45.133
13,10,Mark WebberWEB,Red Bull Renault,1:45.212
14,9,David CoulthardCOU,Red Bull Renault,1:45.298
15,5,Fernando AlonsoALO,Renault,
16,6,Nelson PiquetPIQ,Renault,1:46.037
17,14,Sebastien BourdaisBOU,STR Ferrari,1:46.389
18,17,Rubens BarrichelloBAR,Honda,1:46.583
19,20,Adrian SutilSUT,Force India Ferrari,1:47.940
