Pos,No,Driver,Car,Time
1,2,Felipe MassaMAS,Ferrari,1:12.368
2,11,Jarno TrulliTRU,Toyota,1:12.737
3,1,Kimi RäikkönenRAI,Ferrari,1:12.825
4,22,Lewis HamiltonHAM,McLaren Mercedes,1:12.830
5,23,Heikki KovalainenKOV,McLaren Mercedes,1:12.917
6,5,Fernando AlonsoALO,Renault,1:12.967
7,15,Sebastian VettelVET,STR Ferrari,1:13.082
8,3,Nick HeidfeldHEI,Sauber BMW,1:13.297
9,14,Sebastien BourdaisBOU,STR Ferrari,1:14.105
10,12,Timo GlockGLO,Toyota,1:14.230
11,6,Nelson PiquetPIQ,Renault,1:12.137
12,10,Mark WebberWEB,Red Bull Renault,1:12.289
13,4,Robert KubicaKUB,Sauber BMW,1:12.300
14,9,David CoulthardCOU,Red Bull Renault,1:12.717
15,17,Rubens BarrichelloBAR,Honda,1:13.139
16,8,Kazuki NakajimaNAK,Williams Toyota,1:12.800
17,16,Jenson ButtonBUT,Honda,1:12.810
18,7,Nico RosbergROS,Williams Toyota,1:13.002
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:13.426
20,20,Adrian SutilSUT,Force India Ferrari,1:13.508
