Pos,No,Driver,Car,Time
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:18.404
2,1,Kimi RäikkönenRAI,Ferrari,1:18.644
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:18.821
4,5,Fernando AlonsoALO,Renault,1:18.852
5,2,Felipe MassaMAS,Ferrari,1:18.874
6,4,Robert KubicaKUB,Sauber BMW,1:18.979
7,11,Jarno TrulliTRU,Toyota,1:19.026
8,12,Timo GlockGLO,Toyota,1:19.118
9,15,Sebastian VettelVET,STR Ferrari,1:19.638
10,14,Sebastien BourdaisBOU,STR Ferrari,1:20.167
11,9,David CoulthardCOU,Red Bull Renault,1:18.187
12,6,Nelson PiquetPIQ,Renault,1:18.274
13,10,Mark WebberWEB,Red Bull Renault,1:18.354
14,8,Kazuki NakajimaNAK,Williams Toyota,1:18.594
15,7,Nico RosbergROS,Williams Toyota,1:18.672
16,3,Nick HeidfeldHEI,Sauber BMW,1:18.835
17,17,Rubens BarrichelloBAR,Honda,1:18.882
18,16,Jenson ButtonBUT,Honda,1:19.100
19,20,Adrian SutilSUT,Force India Ferrari,1:19.163
20,21,Giancarlo FisichellaFIS,Force India Ferrari,1:19.910
