Pos,No,Driver,Car,Time
1,4,Robert KubicaKUB,Sauber BMW,1:33.096
2,2,Felipe MassaMAS,Ferrari,1:33.123
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:33.292
4,1,Kimi RäikkönenRAI,Ferrari,1:33.418
5,23,Heikki KovalainenKOV,McLaren Mercedes,1:33.488
6,3,Nick HeidfeldHEI,Sauber BMW,1:33.737
7,11,Jarno TrulliTRU,Toyota,1:33.994
8,7,Nico RosbergROS,Williams Toyota,1:34.015
9,16,Jenson ButtonBUT,Honda,1:35.057
10,5,Fernando AlonsoALO,Renault,1:35.115
11,10,Mark WebberWEB,Red Bull Renault,1:32.371
12,17,Rubens BarrichelloBAR,Honda,1:32.508
13,12,Timo GlockGLO,Toyota,1:32.528
14,6,Nelson PiquetPIQ,Renault,1:32.790
15,14,Sebastien BourdaisBOU,STR Ferrari,1:32.915
16,8,Kazuki NakajimaNAK,Williams Toyota,1:32.943
17,9,David CoulthardCOU,Red Bull Renault,1:33.433
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:33.501
19,15,Sebastian VettelVET,STR Ferrari,1:33.562
20,20,Adrian SutilSUT,Force India Ferrari,1:33.845
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:34.140
22,18,Takuma SatoSAT,Super Aguri Honda,1:35.725
