Pos,No,Driver,Car,Time
1,2,Felipe MassaMAS,Ferrari,1:38.989
2,22,Lewis HamiltonHAM,McLaren Mercedes,1:39.199
3,4,Robert KubicaKUB,Sauber BMW,1:39.392
4,1,Kimi RäikkönenRAI,Ferrari,1:39.488
5,23,Heikki KovalainenKOV,McLaren Mercedes,1:39.937
6,15,Sebastian VettelVET,STR Ferrari,1:40.142
7,11,Jarno TrulliTRU,Toyota,1:40.309
8,3,Nick HeidfeldHEI,Sauber BMW,1:40.631
9,7,Nico RosbergROS,Williams Toyota,1:40.721
10,14,Sebastien BourdaisBOU,STR Ferrari,1:40.750
11,8,Kazuki NakajimaNAK,Williams Toyota,1:38.428
12,5,Fernando AlonsoALO,Renault,1:38.435
13,12,Timo GlockGLO,Toyota,1:38.499
14,10,Mark WebberWEB,Red Bull Renault,1:38.515
15,6,Nelson PiquetPIQ,Renault,1:38.744
16,16,Jenson ButtonBUT,Honda,1:38.880
17,9,David CoulthardCOU,Red Bull Renault,1:39.235
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:39.268
