Pos,No,Driver,Car,Time
1,23,Heikki KovalainenKOV,McLaren Mercedes,1:21.049
2,10,Mark WebberWEB,Red Bull Renault,1:21.554
3,1,Kimi RäikkönenRAI,Ferrari,1:21.706
4,22,Lewis HamiltonHAM,McLaren Mercedes,1:21.835
5,3,Nick HeidfeldHEI,Sauber BMW,1:21.873
6,5,Fernando AlonsoALO,Renault,1:22.029
7,6,Nelson PiquetPIQ,Renault,1:22.491
8,15,Sebastian VettelVET,STR Ferrari,1:23.251
9,2,Felipe MassaMAS,Ferrari,1:23.305
10,4,Robert KubicaKUB,Sauber BMW,
11,9,David CoulthardCOU,Red Bull Renault,1:20.174
12,12,Timo GlockGLO,Toyota,1:20.274
13,14,Sebastien BourdaisBOU,STR Ferrari,1:20.531
14,11,Jarno TrulliTRU,Toyota,1:20.601
15,8,Kazuki NakajimaNAK,Williams Toyota,1:21.112
16,17,Rubens BarrichelloBAR,Honda,1:21.512
17,16,Jenson ButtonBUT,Honda,1:21.631
18,20,Adrian SutilSUT,Force India Ferrari,1:21.786
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:21.885
