Pos,No,Driver,Car,Time
1,15,Sebastian VettelVET,STR Ferrari,1:37.555
2,23,Heikki KovalainenKOV,McLaren Mercedes,1:37.631
3,10,Mark WebberWEB,Red Bull Renault,1:38.117
4,14,Sebastien BourdaisBOU,STR Ferrari,1:38.445
5,7,Nico RosbergROS,Williams Toyota,1:38.767
6,2,Felipe MassaMAS,Ferrari,1:38.894
7,11,Jarno TrulliTRU,Toyota,1:39.152
8,5,Fernando AlonsoALO,Renault,1:39.751
9,12,Timo GlockGLO,Toyota,1:39.787
10,3,Nick HeidfeldHEI,Sauber BMW,1:39.906
11,4,Robert KubicaKUB,Sauber BMW,1:36.697
12,21,Giancarlo FisichellaFIS,Force India Ferrari,1:36.698
13,9,David CoulthardCOU,Red Bull Renault,1:37.284
14,1,Kimi RäikkönenRAI,Ferrari,1:37.522
15,22,Lewis HamiltonHAM,McLaren Mercedes,1:39.265
16,17,Rubens BarrichelloBAR,Honda,1:36.510
17,6,Nelson PiquetPIQ,Renault,1:36.630
18,8,Kazuki NakajimaNAK,Williams Toyota,1:36.653
19,16,Jenson ButtonBUT,Honda,1:37.006
20,20,Adrian SutilSUT,Force India Ferrari,1:37.417
