Pos,No,Driver,Car,Time
1,1,Kimi RäikkönenRAI,Ferrari,1:21.813
2,5,Fernando AlonsoALO,Renault,1:21.904
3,2,Felipe MassaMAS,Ferrari,1:22.058
4,4,Robert KubicaKUB,Sauber BMW,1:22.065
5,22,Lewis HamiltonHAM,McLaren Mercedes,1:22.096
6,23,Heikki KovalainenKOV,McLaren Mercedes,1:22.231
7,10,Mark WebberWEB,Red Bull Renault,1:22.429
8,11,Jarno TrulliTRU,Toyota,1:22.529
9,3,Nick HeidfeldHEI,Sauber BMW,1:22.542
10,6,Nelson PiquetPIQ,Renault,1:22.699
11,17,Rubens BarrichelloBAR,Honda,1:21.049
12,8,Kazuki NakajimaNAK,Williams Toyota,1:21.117
13,16,Jenson ButtonBUT,Honda,1:21.211
14,12,Timo GlockGLO,Toyota,1:21.230
15,7,Nico RosbergROS,Williams Toyota,1:21.349
16,14,Sebastien BourdaisBOU,STR Ferrari,1:21.724
17,9,David CoulthardCOU,Red Bull Renault,1:21.810
18,15,Sebastian VettelVET,STR Ferrari,1:22.108
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:22.516
20,20,Adrian SutilSUT,Force India Ferrari,1:23.224
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:23.318
22,18,Takuma SatoSAT,Super Aguri Honda,1:23.496
