Pos,No,Driver,Car,Time
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:26.714
2,4,Robert KubicaKUB,Sauber BMW,1:26.869
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:27.079
4,2,Felipe MassaMAS,Ferrari,1:27.178
5,3,Nick HeidfeldHEI,Sauber BMW,1:27.236
6,11,Jarno TrulliTRU,Toyota,1:28.527
7,7,Nico RosbergROS,Williams Toyota,1:28.687
8,9,David CoulthardCOU,Red Bull Renault,1:29.041
9,15,Sebastian VettelVET,STR Ferrari,
10,17,Rubens BarrichelloBAR,Honda,1:26.173
11,5,Fernando AlonsoALO,Renault,1:26.188
12,16,Jenson ButtonBUT,Honda,1:26.259
13,8,Kazuki NakajimaNAK,Williams Toyota,1:26.413
14,10,Mark WebberWEB,Red Bull Renault,
15,1,Kimi RäikkönenRAI,Ferrari,
16,21,Giancarlo FisichellaFIS,Force India Ferrari,1:27.207
17,14,Sebastien BourdaisBOU,STR Ferrari,1:27.446
18,12,Timo GlockGLO,Toyota,1:29.593
19,18,Takuma SatoSAT,Super Aguri Honda,1:28.208
20,6,Nelson PiquetPIQ,Renault,1:28.330
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:29.059
