Pos,No,Driver,Car,Time
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:20.899
2,23,Heikki KovalainenKOV,McLaren Mercedes,1:21.140
3,2,Felipe MassaMAS,Ferrari,1:21.191
4,4,Robert KubicaKUB,Sauber BMW,1:21.281
5,12,Timo GlockGLO,Toyota,1:21.326
6,1,Kimi RäikkönenRAI,Ferrari,1:21.516
7,5,Fernando AlonsoALO,Renault,1:21.698
8,10,Mark WebberWEB,Red Bull Renault,1:21.732
9,11,Jarno TrulliTRU,Toyota,1:21.767
10,6,Nelson PiquetPIQ,Renault,1:22.371
11,15,Sebastian VettelVET,STR Ferrari,1:20.144
12,16,Jenson ButtonBUT,Honda,1:20.332
13,9,David CoulthardCOU,Red Bull Renault,1:20.502
14,7,Nico RosbergROS,Williams Toyota,
15,3,Nick HeidfeldHEI,Sauber BMW,1:21.045
16,8,Kazuki NakajimaNAK,Williams Toyota,1:21.085
17,17,Rubens BarrichelloBAR,Honda,1:21.332
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:21.670
19,14,Sebastien BourdaisBOU,STR Ferrari,1:20.963
20,20,Adrian SutilSUT,Force India Ferrari,1:22.113
