Pos,No,Driver,Car,Time
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:17.886
2,4,Robert KubicaKUB,Sauber BMW,1:18.498
3,1,Kimi RäikkönenRAI,Ferrari,1:18.735
4,5,Fernando AlonsoALO,Renault,1:18.746
5,7,Nico RosbergROS,Williams Toyota,1:18.844
6,2,Felipe MassaMAS,Ferrari,1:19.048
7,23,Heikki KovalainenKOV,McLaren Mercedes,1:19.089
8,3,Nick HeidfeldHEI,Sauber BMW,1:19.633
9,17,Rubens BarrichelloBAR,Honda,1:20.848
10,10,Mark WebberWEB,Red Bull Renault,
11,12,Timo GlockGLO,Toyota,1:18.031
12,8,Kazuki NakajimaNAK,Williams Toyota,1:18.062
13,9,David CoulthardCOU,Red Bull Renault,1:18.238
14,11,Jarno TrulliTRU,Toyota,1:18.327
15,6,Nelson PiquetPIQ,Renault,1:18.393
16,20,Adrian SutilSUT,Force India Ferrari,1:19.108
17,21,Giancarlo FisichellaFIS,Force India Ferrari,1:19.165
18,14,Sebastien BourdaisBOU,STR Ferrari,1:18.916
