Pos,No,Driver,Car,Time
1,2,Felipe MassaMAS,Ferrari,1:35.748
2,1,Kimi RäikkönenRAI,Ferrari,1:36.230
3,11,Jarno TrulliTRU,Toyota,1:36.711
4,4,Robert KubicaKUB,Sauber BMW,1:36.727
5,3,Nick HeidfeldHEI,Sauber BMW,1:36.753
6,10,Mark WebberWEB,Red Bull Renault,1:37.009
7,5,Fernando AlonsoALO,Renault,1:38.450
8,23,Heikki KovalainenKOV,McLaren Mercedes,1:36.613
9,22,Lewis HamiltonHAM,McLaren Mercedes,1:36.709
10,12,Timo GlockGLO,Toyota,1:39.656
11,16,Jenson ButtonBUT,Honda,1:35.208
12,9,David CoulthardCOU,Red Bull Renault,1:35.408
13,6,Nelson PiquetPIQ,Renault,1:35.562
14,17,Rubens BarrichelloBAR,Honda,1:35.622
15,15,Sebastian VettelVET,STR Ferrari,1:35.648
16,7,Nico RosbergROS,Williams Toyota,1:35.670
17,21,Giancarlo FisichellaFIS,Force India Ferrari,1:36.240
18,14,Sebastien BourdaisBOU,STR Ferrari,1:36.677
19,18,Takuma SatoSAT,Super Aguri Honda,1:37.087
20,20,Adrian SutilSUT,Force India Ferrari,1:37.101
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:37.481
22,8,Kazuki NakajimaNAK,Williams Toyota,1:36.388
