Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:20.294,,14
2,33,Max VerstappenVER,Red Bull Racing Honda,1:20.326,+0.032s,11
3,77,Valtteri BottasBOT,Mercedes,1:20.403,+0.109s,23
4,16,Charles LeclercLEC,Ferrari,1:20.403,+0.109s,14
5,3,Daniel RicciardoRIC,Renault,1:20.564,+0.270s,11
6,44,Lewis HamiltonHAM,Mercedes,1:20.595,+0.301s,21
7,27,Nico HulkenbergHUL,Renault,1:20.752,+0.458s,13
8,23,Alexander AlbonALB,Red Bull Racing Honda,1:20.827,+0.533s,17
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:20.881,+0.587s,15
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:20.945,+0.651s,20
11,55,Carlos SainzSAI,McLaren Renault,1:20.949,+0.655s,21
12,11,Sergio PerezPER,Racing Point BWT Mercedes,1:21.003,+0.709s,15
13,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:21.073,+0.779s,22
14,4,Lando NorrisNOR,McLaren Renault,1:21.292,+0.998s,21
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:21.325,+1.031s,19
16,20,Kevin MagnussenMAG,Haas Ferrari,1:21.336,+1.042s,16
17,8,Romain GrosjeanGRO,Haas Ferrari,1:21.621,+1.327s,16
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:21.639,+1.345s,17
19,63,George RussellRUS,Williams Mercedes,1:22.374,+2.080s,22
20,88,Robert KubicaKUB,Williams Mercedes,1:22.758,+2.464s,21
