Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:11.265,,26
2,77,Valtteri BottasBOT,Mercedes,1:11.318,+0.053s,27
3,44,Lewis HamiltonHAM,Mercedes,1:11.478,+0.213s,27
4,33,Max VerstappenVER,Red Bull Racing Honda,1:11.539,+0.274s,24
5,10,Pierre GaslyGAS,Red Bull Racing Honda,1:11.738,+0.473s,27
6,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:12.170,+0.905s,23
7,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:12.194,+0.929s,27
8,20,Kevin MagnussenMAG,Haas Ferrari,1:12.270,+1.005s,25
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:12.308,+1.043s,27
10,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:12.338,+1.073s,32
11,27,Nico HulkenbergHUL,Renault,1:12.489,+1.224s,26
12,3,Daniel RicciardoRIC,Renault,1:12.519,+1.254s,26
13,8,Romain GrosjeanGRO,Haas Ferrari,1:12.566,+1.301s,27
14,5,Sebastian VettelVET,Ferrari,1:12.583,+1.318s,7
15,55,Carlos SainzSAI,McLaren Renault,1:12.862,+1.597s,29
16,4,Lando NorrisNOR,McLaren Renault,1:12.914,+1.649s,26
17,11,Sergio PerezPER,Racing Point BWT Mercedes,1:13.232,+1.967s,23
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:13.622,+2.357s,21
19,88,Robert KubicaKUB,Williams Mercedes,1:14.086,+2.821s,27
20,63,George RussellRUS,Williams Mercedes,1:14.305,+3.040s,27
