Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:32.733,,14
2,5,Sebastian VettelVET,Ferrari,1:33.049,+0.316s,15
3,44,Lewis HamiltonHAM,Mercedes,1:33.129,+0.396s,19
4,77,Valtteri BottasBOT,Mercedes,1:33.354,+0.621s,18
5,33,Max VerstappenVER,Red Bull Racing Honda,1:34.227,+1.494s,12
6,8,Romain GrosjeanGRO,Haas Ferrari,1:34.308,+1.575s,17
7,23,Alexander AlbonALB,Red Bull Racing Honda,1:34.371,+1.638s,21
8,27,Nico HulkenbergHUL,Renault,1:34.421,+1.688s,13
9,4,Lando NorrisNOR,McLaren Renault,1:34.527,+1.794s,15
10,20,Kevin MagnussenMAG,Haas Ferrari,1:34.546,+1.813s,15
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:34.564,+1.831s,16
12,3,Daniel RicciardoRIC,Renault,1:34.586,+1.853s,14
13,55,Carlos SainzSAI,McLaren Renault,1:34.607,+1.874s,18
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:34.766,+2.033s,15
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:34.860,+2.127s,7
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:34.898,+2.165s,16
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:35.714,+2.981s,19
18,63,George RussellRUS,Williams Mercedes,1:36.011,+3.278s,18
19,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:36.081,+3.348s,4
20,88,Robert KubicaKUB,Williams Mercedes,1:36.942,+4.209s,19
