Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:29.569,,15
2,5,Sebastian VettelVET,Ferrari,1:29.738,+0.169s,16
3,44,Lewis HamiltonHAM,Mercedes,1:30.334,+0.765s,10
4,77,Valtteri BottasBOT,Mercedes,1:30.389,+0.820s,12
5,8,Romain GrosjeanGRO,Haas Ferrari,1:30.818,+1.249s,14
6,27,Nico HulkenbergHUL,Renault,1:30.910,+1.341s,12
7,4,Lando NorrisNOR,McLaren Renault,1:30.955,+1.386s,15
8,33,Max VerstappenVER,Red Bull Racing Honda,1:30.959,+1.390s,10
9,55,Carlos SainzSAI,McLaren Renault,1:30.965,+1.396s,14
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:31.173,+1.604s,17
11,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:31.333,+1.764s,21
12,10,Pierre GaslyGAS,Red Bull Racing Honda,1:31.392,+1.823s,13
13,20,Kevin MagnussenMAG,Haas Ferrari,1:31.540,+1.971s,13
14,18,Lance StrollSTR,Racing Point BWT Mercedes,1:31.618,+2.049s,16
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:31.638,+2.069s,9
16,3,Daniel RicciardoRIC,Renault,1:31.643,+2.074s,11
17,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:31.679,+2.110s,17
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:32.132,+2.563s,21
19,63,George RussellRUS,Williams Mercedes,1:33.387,+3.818s,14
20,88,Robert KubicaKUB,Williams Mercedes,1:33.525,+3.956s,13
