Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:38.192,,15
2,44,Lewis HamiltonHAM,Mercedes,1:38.399,+0.207s,15
3,5,Sebastian VettelVET,Ferrari,1:38.811,+0.619s,13
4,77,Valtteri BottasBOT,Mercedes,1:38.885,+0.693s,16
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:39.258,+1.066s,14
6,33,Max VerstappenVER,Red Bull Racing Honda,1:39.366,+1.174s,9
7,55,Carlos SainzSAI,McLaren Renault,1:39.507,+1.315s,14
8,4,Lando NorrisNOR,McLaren Renault,1:39.709,+1.517s,13
9,27,Nico HulkenbergHUL,Renault,1:40.118,+1.926s,15
10,3,Daniel RicciardoRIC,Renault,1:40.153,+1.961s,12
11,18,Lance StrollSTR,Racing Point BWT Mercedes,1:40.209,+2.017s,11
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:40.339,+2.147s,15
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:40.953,+2.761s,16
14,11,Sergio PerezPER,Racing Point BWT Mercedes,1:40.985,+2.793s,4
15,63,George RussellRUS,Williams Mercedes,1:41.156,+2.964s,13
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:41.169,+2.977s,14
17,20,Kevin MagnussenMAG,Haas Ferrari,1:41.494,+3.302s,12
18,8,Romain GrosjeanGRO,Haas Ferrari,1:41.542,+3.350s,12
19,88,Robert KubicaKUB,Williams Mercedes,1:41.954,+3.762s,13
20,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,,,3
