Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:44.206,,9
2,5,Sebastian VettelVET,Ferrari,1:44.657,+0.451s,12
3,77,Valtteri BottasBOT,Mercedes,1:44.703,+0.497s,11
4,3,Daniel RicciardoRIC,Renault,1:44.974,+0.768s,10
5,33,Max VerstappenVER,Red Bull Racing Honda,1:45.312,+1.106s,11
6,11,Sergio PerezPER,Racing Point BWT Mercedes,1:45.521,+1.315s,12
7,44,Lewis HamiltonHAM,Mercedes,1:45.566,+1.360s,4
8,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:45.659,+1.453s,13
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:45.688,+1.482s,13
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:45.752,+1.546s,15
11,8,Romain GrosjeanGRO,Haas Ferrari,1:45.806,+1.600s,15
12,27,Nico HulkenbergHUL,Renault,1:45.855,+1.649s,11
13,20,Kevin MagnussenMAG,Haas Ferrari,1:46.004,+1.798s,15
14,55,Carlos SainzSAI,McLaren Renault,1:46.017,+1.811s,14
15,4,Lando NorrisNOR,McLaren Renault,1:46.270,+2.064s,13
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:46.379,+2.173s,11
17,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:46.642,+2.436s,13
18,63,George RussellRUS,Williams Mercedes,1:47.858,+3.652s,14
19,88,Robert KubicaKUB,Williams Mercedes,1:48.350,+4.144s,14
20,23,Alexander AlbonALB,Red Bull Racing Honda,1:50.681,+6.475s,14
