Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:36.566,,15
2,44,Lewis HamiltonHAM,Mercedes,1:36.640,+0.074s,18
3,77,Valtteri BottasBOT,Mercedes,1:36.655,+0.089s,17
4,23,Alexander AlbonALB,Red Bull Racing Honda,1:36.927,+0.361s,18
5,5,Sebastian VettelVET,Ferrari,1:36.975,+0.409s,15
6,16,Charles LeclercLEC,Ferrari,1:37.010,+0.444s,16
7,11,Sergio PerezPER,Racing Point BWT Mercedes,1:37.516,+0.950s,16
8,3,Daniel RicciardoRIC,Renault,1:37.615,+1.049s,14
9,55,Carlos SainzSAI,McLaren Renault,1:37.691,+1.125s,22
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:37.736,+1.170s,17
11,8,Romain GrosjeanGRO,Haas Ferrari,1:37.768,+1.202s,12
12,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:37.963,+1.397s,18
13,4,Lando NorrisNOR,McLaren Renault,1:38.100,+1.534s,18
14,20,Kevin MagnussenMAG,Haas Ferrari,1:38.198,+1.632s,12
15,18,Lance StrollSTR,Racing Point BWT Mercedes,1:38.462,+1.896s,16
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:38.514,+1.948s,21
17,27,Nico HulkenbergHUL,Renault,1:38.580,+2.014s,14
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:38.782,+2.216s,18
19,63,George RussellRUS,Williams Mercedes,1:39.206,+2.640s,16
20,88,Robert KubicaKUB,Williams Mercedes,1:39.859,+3.293s,17
