Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:13.907,,34
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:14.077,+0.170s,30
3,27,Nico HulkenbergHUL,Haas Ferrari,1:14.177,+0.270s,31
4,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:14.219,+0.312s,30
5,31,Esteban OconOCO,Alpine Renault,1:14.242,+0.335s,30
6,16,Charles LeclercLEC,Ferrari,1:14.246,+0.339s,32
7,55,Carlos SainzSAI,Ferrari,1:14.274,+0.367s,32
8,63,George RussellRUS,Mercedes,1:14.392,+0.485s,31
9,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:14.448,+0.541s,32
10,10,Pierre GaslyGAS,Alpine Renault,1:14.457,+0.550s,29
11,44,Lewis HamiltonHAM,Mercedes,1:14.549,+0.642s,31
12,81,Oscar PiastriPIA,McLaren Mercedes,1:14.583,+0.676s,30
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:14.585,+0.678s,29
14,4,Lando NorrisNOR,McLaren Mercedes,1:14.694,+0.787s,30
15,20,Kevin MagnussenMAG,Haas Ferrari,1:14.713,+0.806s,24
16,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:14.785,+0.878s,33
17,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:14.840,+0.933s,34
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:15.010,+1.103s,31
19,23,Alexander AlbonALB,Williams Mercedes,1:15.056,+1.149s,32
20,2,Logan SargeantSAR,Williams Mercedes,1:15.415,+1.508s,33
