Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:24.809,,16
2,4,Lando NorrisNOR,McLaren Mercedes,1:24.852,+0.043s,18
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:24.982,+0.173s,17
4,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:25.024,+0.215s,16
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:25.112,+0.303s,17
6,63,George RussellRUS,Mercedes,1:25.122,+0.313s,17
7,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:25.223,+0.414s,18
8,44,Lewis HamiltonHAM,Mercedes,1:25.315,+0.506s,16
9,10,Pierre GaslyGAS,Alpine Renault,1:25.321,+0.512s,15
10,81,Oscar PiastriPIA,McLaren Mercedes,1:25.361,+0.552s,18
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:25.397,+0.588s,17
12,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:25.467,+0.658s,16
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:25.492,+0.683s,17
14,31,Esteban OconOCO,Alpine Renault,1:25.566,+0.757s,17
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:25.669,+0.860s,17
16,23,Alexander AlbonALB,Williams Mercedes,1:26.081,+1.272s,20
17,20,Kevin MagnussenMAG,Haas Ferrari,1:26.413,+1.604s,18
18,2,Logan SargeantSAR,Williams Mercedes,1:26.659,+1.850s,17
19,55,Carlos SainzSAI,Ferrari,1:26.707,+1.898s,4
20,27,Nico HulkenbergHUL,Haas Ferrari,1:27.147,+2.338s,7
