Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,23,Alexander AlbonALB,Williams Mercedes,2,15:06:40,31.224,31.224
1,20,Kevin MagnussenMAG,Haas Ferrari,6,15:12:24,29.641,29.641
1,22,Yuki TsunodaTSU,AlphaTauri RBPT,13,15:22:33,21.577,21.577
1,4,Lando NorrisNOR,McLaren Mercedes,14,15:23:43,23.567,23.567
1,18,Lance StrollSTR,Aston Martin Aramco Mercedes,14,15:23:56,21.779,21.779
1,3,Daniel RicciardoRIC,McLaren Mercedes,15,15:25:20,21.558,21.558
1,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,15,15:25:23,21.402,21.402
1,63,George RussellRUS,Mercedes,16,15:26:14,22.763,22.763
1,1,Max VerstappenVER,Red Bull Racing RBPT,16,15:26:25,21.351,21.351
1,10,Pierre GaslyGAS,AlphaTauri RBPT,16,15:26:55,21.675,21.675
1,55,Carlos SainzSAI,Ferrari,17,15:27:39,22.820,22.820
1,11,Sergio PerezPER,Red Bull Racing RBPT,18,15:29:20,21.118,21.118
1,6,Nicholas LatifiLAT,Williams Mercedes,18,15:29:51,21.865,21.865
1,44,Lewis HamiltonHAM,Mercedes,19,15:30:39,21.699,21.699
1,16,Charles LeclercLEC,Ferrari,21,15:33:16,21.775,21.775
1,14,Fernando AlonsoALO,Alpine Renault,21,15:33:45,22.083,22.083
1,47,Mick SchumacherMSC,Haas Ferrari,21,15:33:58,22.953,22.953
2,23,Alexander AlbonALB,Williams Mercedes,21,15:34:22,21.816,53.040
1,31,Esteban OconOCO,Alpine Renault,23,15:36:35,23.581,23.581
1,77,Valtteri BottasBOT,Alfa Romeo Ferrari,26,15:41:08,22.272,22.272
1,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,27,15:42:36,22.321,22.321
2,22,Yuki TsunodaTSU,AlphaTauri RBPT,33,15:51:30,22.016,43.593
2,20,Kevin MagnussenMAG,Haas Ferrari,35,15:54:34,23.210,52.851
2,1,Max VerstappenVER,Red Bull Racing RBPT,38,15:57:25,21.228,42.579
2,16,Charles LeclercLEC,Ferrari,39,15:58:41,21.972,43.747
2,63,George RussellRUS,Mercedes,39,15:58:47,21.743,44.506
2,6,Nicholas LatifiLAT,Williams Mercedes,39,16:00:11,22.452,44.317
3,23,Alexander AlbonALB,Williams Mercedes,40,16:01:49,24.298,1:17.338
2,47,Mick SchumacherMSC,Haas Ferrari,41,16:03:01,22.566,45.519
2,11,Sergio PerezPER,Red Bull Racing RBPT,42,16:03:23,21.167,42.285
2,4,Lando NorrisNOR,McLaren Mercedes,42,16:03:39,21.855,45.422
2,3,Daniel RicciardoRIC,McLaren Mercedes,46,16:09:35,21.521,43.079
2,18,Lance StrollSTR,Aston Martin Aramco Mercedes,46,16:09:36,21.615,43.394
2,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,46,16:09:42,25.030,46.432
2,10,Pierre GaslyGAS,AlphaTauri RBPT,46,16:09:48,21.489,43.164
2,55,Carlos SainzSAI,Ferrari,47,16:10:02,23.456,46.276
2,44,Lewis HamiltonHAM,Mercedes,51,16:15:42,22.095,43.794
2,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,51,16:17:20,28.218,50.539
3,22,Yuki TsunodaTSU,AlphaTauri RBPT,51,16:17:46,22.128,1:05.721
3,16,Charles LeclercLEC,Ferrari,54,16:20:03,21.544,1:05.291
3,6,Nicholas LatifiLAT,Williams Mercedes,56,16:24:42,28.777,1:13.094
3,20,Kevin MagnussenMAG,Haas Ferrari,67,16:40:35,23.147,1:15.998
