Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,6,Nicholas LatifiLAT,Williams Mercedes,3,15:09:50,29.395,29.395
1,16,Charles LeclercLEC,Ferrari,9,15:20:26,23.212,23.212
1,63,George RussellRUS,Mercedes,9,15:20:43,20.538,20.538
1,10,Pierre GaslyGAS,AlphaTauri RBPT,9,15:20:49,22.698,22.698
1,44,Lewis HamiltonHAM,Mercedes,9,15:20:54,21.470,21.470
1,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,9,15:20:55,20.249,20.249
1,22,Yuki TsunodaTSU,AlphaTauri RBPT,9,15:20:57,23.083,23.083
1,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,9,15:21:08,23.001,23.001
1,20,Kevin MagnussenMAG,Haas Ferrari,9,15:21:11,21.555,21.555
1,23,Alexander AlbonALB,Williams Mercedes,9,15:21:16,25.577,25.577
1,47,Mick SchumacherMSC,Haas Ferrari,9,15:21:23,26.973,26.973
1,11,Sergio PerezPER,Red Bull Racing RBPT,16,15:33:43,23.379,23.379
2,6,Nicholas LatifiLAT,Williams Mercedes,17,15:37:03,22.069,51.464
1,1,Max VerstappenVER,Red Bull Racing RBPT,18,15:37:17,21.468,21.468
1,14,Fernando AlonsoALO,Alpine Renault,18,15:37:59,20.571,20.571
1,4,Lando NorrisNOR,McLaren Mercedes,20,15:41:42,21.443,21.443
2,47,Mick SchumacherMSC,Haas Ferrari,23,15:47:51,22.231,49.204
2,23,Alexander AlbonALB,Williams Mercedes,29,15:58:39,21.540,47.117
1,18,Lance StrollSTR,Aston Martin Aramco Mercedes,30,16:00:30,22.059,22.059
2,1,Max VerstappenVER,Red Bull Racing RBPT,33,16:04:40,20.722,42.190
2,11,Sergio PerezPER,Red Bull Racing RBPT,33,16:04:56,22.349,45.728
2,63,George RussellRUS,Mercedes,33,16:05:19,20.527,41.065
2,44,Lewis HamiltonHAM,Mercedes,33,16:05:49,20.831,42.301
1,3,Daniel RicciardoRIC,McLaren Mercedes,33,16:06:02,21.794,21.794
1,31,Esteban OconOCO,Alpine Renault,33,16:06:22,22.638,22.638
1,77,Valtteri BottasBOT,Alfa Romeo Ferrari,33,16:06:34,20.979,20.979
2,22,Yuki TsunodaTSU,AlphaTauri RBPT,38,16:15:56,41.500,1:04.583
