Pos,No,Driver,Car,Time,Gap
1,2,Alain ProstPRO,Williams Renault,1:38.817,
2,0,Damon HillHIL,Williams Renault,1:39.247,+0.430s
3,5,Michael SchumacherMSC,Benetton Ford,1:39.567,+0.750s
4,8,Ayrton SennaSEN,McLaren Ford,1:39.714,+0.897s
5,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:41.058,+2.241s
6,26,Mark BlundellBLU,Ligier Renault,1:41.110,+2.293s
7,25,Martin BrundleBRU,Ligier Renault,1:41.165,+2.348s
8,28,Gerhard BergerBER,Ferrari,1:41.364,+2.547s
9,6,Riccardo PatresePAT,Benetton Ford,1:41.435,+2.618s
10,9,Derek WarwickWAR,Footwork Mugen Honda,1:42.158,+3.341s
11,14,Rubens BarrichelloBAR,Jordan Hart,1:42.171,+3.354s
12,19,Philippe AlliotALL,Larrousse Lamborghini,1:42.270,+3.453s
13,27,Jean AlesiALE,Ferrari,1:42.288,+3.471s
14,20,Erik ComasCOM,Larrousse Lamborghini,1:42.592,+3.775s
15,30,Jyrki JarvilehtoJAR,Sauber,1:42.598,+3.781s
16,15,Thierry BoutsenBOU,Jordan Hart,1:42.664,+3.847s
17,29,Karl WendlingerWEN,Sauber,1:42.842,+4.025s
18,24,Pierluigi MartiniMAR,Minardi Ford,1:43.073,+4.256s
19,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:43.089,+4.272s
20,23,Christian FittipaldiFIT,Minardi Ford,1:43.156,+4.339s
21,12,Johnny HerbertHER,Lotus Ford,1:43.609,+4.792s
22,7,Michael AndrettiAND,McLaren Ford,1:43.619,+4.802s
23,11,Alessandro ZanardiZAN,Lotus Ford,1:43.640,+4.823s
24,22,Luca BadoerBAD,Lola Ferrari,1:44.201,+5.384s
25,21,Michele AlboretoALB,Lola Ferrari,1:44.338,+5.521s
26,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:44.388,+5.571s
