Pos,No,Driver,Car,Time
1,4,Alberto AscariASC,Ferrari,4:37.000
2,2,Nino FarinaFAR,Ferrari,4:40.000
3,6,Piero  TaruffiTAR,Ferrari,4:46.000
4,14,Robert  ManzonMAN,Gordini,4:52.000
5,16,Jean BehraBEH,Gordini,4:56.000
6,8,Mike HawthornHAW,Cooper Bristol,4:58.000
7,36,Ken  WhartonWHA,Cooper Bristol,5:01.000
8,28,Paul FrereFRE,HWM Alta,5:05.000
9,10,Alan BrownBRO,Cooper Bristol,5:07.000
10,32,Stirling MossMOS,ERA Bristol,5:08.000
11,26,Peter CollinsCOL,HWM Alta,5:10.000
12,12,Eric  BrandonBRA,Cooper Bristol,5:12.000
13,34,Charles de TornacoDET,Ferrari,5:13.000
14,24,Lance MacklinMAC,HWM Alta,5:15.000
15,40,Robin  Montgomerie-Charrington MON,Aston Butterworth,5:17.000
16,42,Tony GazeGAZ,HWM Alta,5:20.000
17,22,Louis  RosierROS,Ferrari,5:23.000
18,20,Prince BiraBIR,Gordini,5:29.000
19,18,Johnny ClaesCLA,Simca-Gordini,5:33.000
20,30,Roger LaurentLAU,HWM Alta,5:35.000
21,38,Arthur LegatLEG,Veritas,5:37.000
22,44,Robert O'BrienO'B,Simca-Gordini,6:00.000
