Pos,No,Driver,Car,Time
1,12,Alberto AscariASC,Ferrari,2:05.700
2,16,Luigi  VilloresiVIL,Ferrari,2:06.600
3,10,Nino FarinaFAR,Ferrari,2:07.000
4,4,Maurice  TrintignantTRI,Gordini,2:07.200
5,26,Jose Froilan GonzalezGON,Maserati,2:07.600
6,14,Piero  TaruffiTAR,Ferrari,2:07.800
7,2,Robert  ManzonMAN,Gordini,2:08.200
8,8,Andre  SimonSIM,Ferrari,2:09.100
9,32,Stirling MossMOS,ERA Bristol,2:09.800
10,34,Elie BayolBAY,OSCA,2:10.600
11,6,Jean BehraBEH,Gordini,2:10.800
12,42,Mike HawthornHAW,Cooper Bristol,2:11.200
13,22,Felice  BonettoBON,Maserati,2:11.600
14,18,Rudi  Fischer FIS,Ferrari,2:11.800
15,40,Ken  WhartonWHA,Cooper Bristol,2:12.200
16,24,Franco  RolROL,Maserati,2:12.700
17,62,Louis  RosierROS,Ferrari,2:12.700
18,48,Chico LandiLAN,Maserati,2:13.000
19,30,Dennis PoorePOO,Connaught Lea Francis,2:14.000
20,36,Eric  BrandonBRA,Cooper Bristol,2:14.000
21,38,Alan BrownBRO,Cooper Bristol,2:15.000
22,28,Kenneth McAlpineMCA,Connaught Lea Francis,2:15.100
23,50,Eitel CantoniCAN,Maserati,2:15.900
24,46,Gino BiancoBIA,Maserati,2:17.100
