Pos,No,Driver,Car,Time
1,16,Nino FarinaFAR,Ferrari,1:50.000
2,15,Alberto AscariASC,Ferrari,1:50.000
3,17,Piero  TaruffiTAR,Ferrari,1:53.000
4,24,Robert  ManzonMAN,Gordini,1:55.000
5,4,Ken  DowningDOW,Connaught Lea Francis,1:56.000
6,8,Reg  ParnellPAR,,1:56.000
7,9,Mike HawthornHAW,Cooper Bristol,1:56.000
8,6,Dennis PoorePOO,Connaught Lea Francis,1:56.000
9,5,Eric ThompsonTHO,Connaught Lea Francis,1:57.000
10,26,Prince BiraBIR,Gordini,1:57.000
11,30,Duncan  Hamilton HAM,HWM Alta,1:57.000
12,1,Graham WhiteheadWHI,,1:58.000
13,11,Alan BrownBRO,Cooper Bristol,1:58.000
14,29,Peter CollinsCOL,HWM Alta,1:58.000
15,19,Rudi  Fischer FIS,Ferrari,1:58.000
16,12,Stirling MossMOS,ERA Bristol,1:59.000
17,3,Kenneth McAlpineMCA,Connaught Lea Francis,2:00.000
18,10,Eric  BrandonBRA,Cooper Bristol,2:00.000
19,14,Roy SalvadoriSAL,Ferrari,2:00.000
20,21,Peter  WhiteheadWHI,Ferrari,2:00.000
21,25,Maurice  TrintignantTRI,Gordini,2:00.000
22,7,David  MurrayMUR,,2:02.000
23,27,Johnny ClaesCLA,Simca-Gordini,2:02.000
24,20,Peter HirtHIR,Ferrari,2:03.000
25,23,Tony CrookCRO,Frazer Nash Bristol,2:03.000
26,28,Tony GazeGAZ,HWM Alta,2:05.000
27,35,Eitel CantoniCAN,Maserati,2:06.000
28,34,Gino BiancoBIA,Maserati,2:07.000
29,31,Lance MacklinMAC,HWM Alta,2:08.000
31,32,Toulo de GraffenriedDEG,Maserati Plate,
32,33,Harry SchellSCH,Maserati Plate,
