Pos,No,Driver,Car,Time
1,8,Alberto AscariASC,Ferrari,2:14.800
2,10,Nino FarinaFAR,Ferrari,2:16.200
3,12,Piero  TaruffiTAR,Ferrari,2:17.100
4,4,Jean BehraBEH,Gordini,2:19.300
5,2,Robert  ManzonMAN,Gordini,2:20.400
6,44,Maurice  TrintignantTRI,Gordini,2:21.600
8,22,Peter CollinsCOL,HWM Alta,2:21.900
9,14,Louis  RosierROS,Ferrari,2:27.000
10,24,Yves Giraud-CabantousGIR,HWM Alta,2:27.500
11,18,Harry SchellSCH,Maserati Plate,2:29.000
12,42,Mike HawthornHAW,Cooper Bristol,2:32.000
13,16,Toulo de GraffenriedDEG,Maserati Plate,2:28.600
14,20,Lance MacklinMAC,HWM Alta,2:30.900
15,6,Prince BiraBIR,Gordini,2:23.000
16,38,Franco  ComottiCOM,Ferrari,2:36.000
17,34,Rudi  Fischer FIS,Ferrari,2:34.600
18,28,Philippe  EtancelinETA,Maserati,2:33.700
19,40,Piero CariniCAR,Ferrari,2:37.700
20,32,Johnny ClaesCLA,Simca-Gordini,2:39.600
