Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Juan Pablo MontoyaMOY,Williams BMW,49,1:11.473,217.038
2,6,Kimi RäikkönenRAI,McLaren Mercedes,52,1:11.562,216.768
3,2,Rubens BarrichelloBAR,Ferrari,22,1:11.672,216.435
4,1,Michael SchumacherMSC,Ferrari,49,1:11.763,216.161
5,4,Ralf SchumacherRSC,Williams BMW,23,1:11.764,216.158
6,11,Giancarlo FisichellaFIS,Sauber Petronas,69,1:11.877,215.818
7,10,Takuma SatoSAT,BAR Honda,51,1:11.941,215.626
8,12,Felipe MassaMAS,Sauber Petronas,68,1:12.066,215.252
9,8,Fernando AlonsoALO,Renault,42,1:12.118,215.097
10,7,Jacques VilleneuveVIL,Renault,68,1:12.210,214.823
11,16,Jarno TrulliTRU,Toyota,65,1:12.435,214.156
12,5,David CoulthardCOU,McLaren Mercedes,40,1:12.522,213.899
13,15,Christian KlienKLI,Jaguar Cosworth,49,1:12.891,212.816
14,17,Ricardo ZontaZON,Toyota,69,1:12.961,212.612
15,14,Mark WebberWEB,Jaguar Cosworth,20,1:13.197,211.926
16,19,Timo GlockGLO,Jordan Ford,68,1:13.905,209.896
17,21,Zsolt BaumgartnerBAU,Minardi Cosworth,45,1:14.743,207.543
18,20,Gianmaria BruniBRU,Minardi Cosworth,50,1:14.756,207.507
19,18,Nick HeidfeldHEI,Jordan Ford,11,1:15.855,204.500
20,9,Jenson ButtonBUT,BAR Honda,2,1:24.440,183.709
