Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,Rubens BarrichelloBAR,Ferrari,7,1:10.399,214.366
2,1,Michael SchumacherMSC,Ferrari,8,1:10.412,214.327
3,10,Takuma SatoSAT,BAR Honda,47,1:10.727,213.372
4,17,Olivier PanisPAN,Toyota,46,1:10.933,212.752
5,9,Jenson ButtonBUT,BAR Honda,22,1:11.025,212.477
6,7,Jarno TrulliTRU,Renault,45,1:11.187,211.993
7,8,Fernando AlonsoALO,Renault,8,1:11.236,211.847
8,6,Kimi RäikkönenRAI,McLaren Mercedes,59,1:11.248,211.812
9,3,Juan Pablo MontoyaMOY,Williams BMW,37,1:11.255,211.791
10,4,Ralf SchumacherRSC,Williams BMW,8,1:11.982,209.652
11,11,Giancarlo FisichellaFIS,Sauber Petronas,44,1:12.129,209.225
12,14,Mark WebberWEB,Jaguar Cosworth,46,1:12.140,209.193
13,5,David CoulthardCOU,McLaren Mercedes,44,1:12.155,209.149
14,16,Cristiano da MattaDAM,Toyota,8,1:12.872,207.091
15,18,Nick HeidfeldHEI,Jordan Ford,37,1:13.095,206.460
16,21,Zsolt BaumgartnerBAU,Minardi Cosworth,39,1:14.097,203.668
