Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Juan Pablo MontoyaMOY,Williams BMW,28,1:34.223,211.782
2,1,Michael SchumacherMSC,Ferrari,6,1:34.819,210.451
3,9,Jenson ButtonBUT,BAR Honda,28,1:34.967,210.123
4,7,Jarno TrulliTRU,Renault,12,1:35.039,209.964
5,6,Kimi RäikkönenRAI,McLaren Mercedes,12,1:35.156,209.706
6,2,Rubens BarrichelloBAR,Ferrari,7,1:35.350,209.279
7,4,Ralf SchumacherRSC,Williams BMW,10,1:35.607,208.716
8,10,Takuma SatoSAT,BAR Honda,13,1:35.679,208.559
9,5,David CoulthardCOU,McLaren Mercedes,26,1:35.852,208.183
10,8,Fernando AlonsoALO,Renault,7,1:35.888,208.105
11,17,Olivier PanisPAN,Toyota,23,1:35.951,207.968
12,16,Cristiano da MattaDAM,Toyota,22,1:36.544,206.691
13,12,Felipe MassaMAS,Sauber Petronas,7,1:36.570,206.635
14,11,Giancarlo FisichellaFIS,Sauber Petronas,54,1:36.675,206.411
15,14,Mark WebberWEB,Jaguar Cosworth,9,1:36.922,205.885
16,15,Christian KlienKLI,Jaguar Cosworth,12,1:37.031,205.653
17,18,Nick HeidfeldHEI,Jordan Ford,15,1:37.433,204.805
18,19,Giorgio PantanoPAN,Jordan Ford,41,1:39.527,200.496
19,20,Gianmaria BruniBRU,Minardi Cosworth,11,1:39.911,199.725
20,21,Zsolt BaumgartnerBAU,Minardi Cosworth,12,1:40.123,199.302
