Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Kimi RäikkönenRAI,McLaren Mercedes,42,1:45.108,238.931
2,1,Michael SchumacherMSC,Ferrari,28,1:45.503,238.036
3,2,Rubens BarrichelloBAR,Ferrari,43,1:45.666,237.669
4,8,Fernando AlonsoALO,Renault,9,1:45.870,237.211
5,7,Jarno TrulliTRU,Renault,9,1:45.898,237.148
6,3,Juan Pablo MontoyaMOY,Williams BMW,36,1:46.547,235.704
7,5,David CoulthardCOU,McLaren Mercedes,11,1:46.579,235.633
8,4,Antonio PizzoniaPIZ,Williams BMW,26,1:46.740,235.278
9,11,Giancarlo FisichellaFIS,Sauber Petronas,11,1:46.758,235.238
10,9,Jenson ButtonBUT,BAR Honda,26,1:47.151,234.375
11,15,Christian KlienKLI,Jaguar Cosworth,11,1:47.509,233.595
12,16,Ricardo ZontaZON,Toyota,26,1:47.576,233.449
13,12,Felipe MassaMAS,Sauber Petronas,29,1:47.624,233.345
14,17,Olivier PanisPAN,Toyota,29,1:47.765,233.040
15,18,Nick HeidfeldHEI,Jordan Ford,40,1:50.471,227.332
16,21,Zsolt BaumgartnerBAU,Minardi Cosworth,25,1:51.031,226.185
