Pos,No,Driver,Car,Time
1,20,Lorenzo BandiniBAN,Ferrari,2:07.800
2,10,John SurteesSUR,Cooper Maserati,2:08.400
3,22,Mike  Parkes PAR,Ferrari,2:09.100
4,12,Jack BrabhamBRA,Brabham Climax,2:10.200
5,6,Jochen RindtRIN,Cooper Maserati,2:10.900
6,38,Jo SiffertSIF,Cooper Maserati,2:12.200
7,8,Chris AmonAMO,Cooper Maserati,2:12.400
8,16,Graham HillHIL,BRM,2:12.800
9,14,Denny HulmeHUL,Brabham Climax,2:13.300
10,32,Mike SpenceSPE,Lotus BRM,2:14.200
11,42,Guy  Ligier LIG,Cooper Maserati,2:15.400
12,36,Bob AndersonAND,Brabham Climax,2:15.600
13,2,Pedro RodriguezROD,Lotus Climax,2:15.600
14,26,Dan GurneyGUR,Eagle Climax,2:17.900
15,44,John  Taylor TAY,Brabham BRM,2:19.200
16,4,Peter  Arundell ARU,Lotus Climax,2:19.600
17,30,Jo BonnierBON,Brabham Climax,2:23.500
