Pos,No,Driver,Car,Time
1,5,Jack BrabhamBRA,Brabham Climax,1:34.500
2,6,Denny HulmeHUL,Brabham Climax,1:34.800
3,16,Dan GurneyGUR,Eagle Climax,1:35.800
4,3,Graham HillHIL,BRM,1:36.000
5,1,Jim ClarkCLA,Lotus Climax,1:36.100
6,12,John SurteesSUR,Cooper Maserati,1:36.400
7,11,Jochen RindtRIN,Cooper Maserati,1:36.600
8,4,Jackie StewartSTE,BRM,1:36.900
9,17,Mike SpenceSPE,Lotus BRM,1:37.300
10,21,Bob AndersonAND,Brabham Climax,1:37.500
11,20,Jo SiffertSIF,Cooper Maserati,1:38.000
12,7,Chris   IrwinIRW,Brabham Climax,1:38.100
13,14,Bruce McLarenMCL,McLaren Serenissima,1:38.500
14,25,Bob BondurantBON,BRM,1:38.900
15,18,Jo BonnierBON,Brabham Climax,1:39.300
16,22,John  Taylor TAY,Brabham BRM,1:40.000
17,19,Guy  Ligier LIG,Cooper Maserati,1:41.400
18,23,Trevor  Taylor TAY,Shannon Climax,1:41.600
19,24,Chris  Lawrence LAW,Cooper Ferrari,1:43.800
20,2,Peter  Arundell ARU,Lotus Climax,1:54.300
