Pos,No,Driver,Car,Time
1,4,Mike  Parkes PAR,Ferrari,1:31.300
2,6,Ludovico ScarfiottiSCA,Ferrari,1:31.600
3,22,Jim ClarkCLA,Lotus Climax,1:31.800
4,14,John SurteesSUR,Cooper Maserati,1:31.900
5,2,Lorenzo BandiniBAN,Ferrari,1:32.000
6,10,Jack BrabhamBRA,Brabham Climax,1:32.200
7,18,Richie GintherGIN,Honda,1:32.400
8,16,Jochen RindtRIN,Cooper Maserati,1:32.700
9,28,Jackie StewartSTE,BRM,1:32.810
10,12,Denny HulmeHUL,Brabham Climax,1:32.840
11,26,Graham HillHIL,BRM,1:33.400
12,38,Jo BonnierBON,Brabham Climax,1:33.700
13,24,Peter  Arundell ARU,Lotus Climax,1:34.100
14,42,Mike SpenceSPE,Lotus BRM,1:35.000
15,40,Bob AndersonAND,Brabham Climax,1:35.300
16,44,Giancarlo BaghettiBAG,Lotus BRM,1:35.500
17,36,Jo SiffertSIF,Cooper Maserati,1:36.300
18,48,Bob BondurantBON,BRM,1:36.900
19,30,Dan GurneyGUR,Eagle Climax,1:37.600
20,20,Giacomo RussoRUS,Lotus Climax,1:39.300
