Pos,No,Driver,Car,Time
1,7,John SurteesSUR,Cooper Maserati,1:53.180
2,1,Jim ClarkCLA,Lotus Climax,1:53.500
3,12,Richie GintherGIN,Honda,1:53.560
4,5,Jack BrabhamBRA,Brabham Climax,1:53.950
5,8,Jochen RindtRIN,Cooper Maserati,1:54.190
6,6,Denny HulmeHUL,Brabham Climax,1:54.210
7,3,Graham HillHIL,BRM,1:54.610
8,11,Pedro RodriguezROD,Lotus Climax,1:54.780
9,15,Dan GurneyGUR,Eagle Climax,1:54.930
10,4,Jackie StewartSTE,BRM,1:55.900
11,19,Jo SiffertSIF,Cooper Maserati,1:55.990
12,22,Jo BonnierBON,Brabham Climax,1:56.490
13,14,Ronnie BucknumBUC,Honda,1:56.590
14,17,Bruce McLarenMCL,McLaren Serenissima,1:56.840
15,9,Moises SolanaSOL,Cooper Maserati,1:57.440
16,10,Innes IrelandIRE,BRM,1:57.460
17,2,Peter  Arundell ARU,Lotus Climax,2:00.790
18,16,Bob BondurantBON,Eagle Climax,2:02.880
