Pos,No,Driver,Car,Time,Gap,Laps
1,35,Alexander WurzWUR,McLaren Mercedes,1:11.701,,25
2,4,Takuma SatoSAT,BAR Honda,1:12.738,+1.037s,17
3,5,Fernando AlonsoALO,Renault,1:12.782,+1.081s,10
4,3,Jenson ButtonBUT,BAR Honda,1:12.918,+1.217s,12
5,9,Kimi RäikkönenRAI,McLaren Mercedes,1:13.065,+1.364s,7
6,6,Giancarlo FisichellaFIS,Renault,1:13.094,+1.393s,10
7,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:13.256,+1.555s,6
8,8,Antonio PizzoniaPIZ,Williams BMW,1:13.427,+1.726s,4
9,7,Mark WebberWEB,Williams BMW,1:13.509,+1.808s,4
10,38,Ricardo ZontaZON,Toyota,1:13.573,+1.872s,31
11,17,Ralf SchumacherRSC,Toyota,1:13.788,+2.087s,6
12,1,Michael SchumacherMSC,Ferrari,1:14.154,+2.453s,10
13,2,Rubens BarrichelloBAR,Ferrari,1:14.282,+2.581s,10
14,15,Christian KlienKLI,RBR Cosworth,1:14.468,+2.767s,7
15,16,Jarno TrulliTRU,Toyota,1:14.504,+2.803s,6
16,14,David CoulthardCOU,RBR Cosworth,1:14.724,+3.023s,7
17,37,Vitantonio LiuzziLIU,RBR Cosworth,1:14.842,+3.141s,28
18,11,Jacques VilleneuveVIL,Sauber Petronas,1:15.211,+3.510s,14
19,19,Narain KarthikeyanKAR,Jordan Toyota,1:16.230,+4.529s,14
20,18,Tiago MonteiroMON,Jordan Toyota,1:16.230,+4.529s,15
21,39,Nicolas KiesaKIE,Jordan Toyota,1:16.351,+4.650s,23
22,20,Robert DoornbosDOO,Minardi Cosworth,1:16.769,+5.068s,12
23,21,Christijan AlbersALB,Minardi Cosworth,1:17.180,+5.479s,8
24,12,Felipe MassaMAS,Sauber Petronas,,,5
