Pos,No,Driver,Car,Time,Gap,Laps
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:12.027,,6
2,38,Ricardo ZontaZON,Toyota,1:12.085,+0.058s,18
3,5,Fernando AlonsoALO,Renault,1:12.666,+0.639s,10
4,8,Nick HeidfeldHEI,Williams BMW,1:12.804,+0.777s,9
5,3,Jenson ButtonBUT,BAR Honda,1:12.865,+0.838s,11
6,35,Pedro de la RosaDLR,McLaren Mercedes,1:12.913,+0.886s,4
7,4,Takuma SatoSAT,BAR Honda,1:13.013,+0.986s,9
8,6,Giancarlo FisichellaFIS,Renault,1:13.024,+0.997s,10
9,7,Mark WebberWEB,Williams BMW,1:13.082,+1.055s,10
10,1,Michael SchumacherMSC,Ferrari,1:13.242,+1.215s,12
11,2,Rubens BarrichelloBAR,Ferrari,1:13.245,+1.218s,12
12,17,Ralf SchumacherRSC,Toyota,1:13.461,+1.434s,7
13,16,Jarno TrulliTRU,Toyota,1:13.683,+1.656s,7
14,14,David CoulthardCOU,RBR Cosworth,1:13.740,+1.713s,8
15,37,Scott SpeedSPE,RBR Cosworth,1:13.846,+1.819s,21
16,15,Christian KlienKLI,RBR Cosworth,1:14.444,+2.417s,8
17,12,Felipe MassaMAS,Sauber Petronas,1:14.637,+2.610s,7
18,11,Jacques VilleneuveVIL,Sauber Petronas,1:14.696,+2.669s,6
19,19,Narain KarthikeyanKAR,Jordan Toyota,1:14.803,+2.776s,18
20,18,Tiago MonteiroMON,Jordan Toyota,1:14.978,+2.951s,20
21,39,Robert DoornbosDOO,Jordan Toyota,1:15.791,+3.764s,27
22,20,Patrick Friesacher FRI,Minardi Cosworth,1:16.343,+4.316s,16
23,21,Christijan AlbersALB,Minardi Cosworth,1:16.357,+4.330s,12
24,9,Kimi RäikkönenRAI,McLaren Mercedes,,,3
