Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:27.882,,16
2,9,Kimi RäikkönenRAI,McLaren Mercedes,1:28.453,+0.571s,11
3,7,Mark WebberWEB,Williams BMW,1:28.765,+0.883s,8
4,38,Ricardo ZontaZON,Toyota,1:28.810,+0.928s,25
5,3,Jenson ButtonBUT,BAR Honda,1:28.968,+1.086s,12
6,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:29.183,+1.301s,10
7,5,Fernando AlonsoALO,Renault,1:29.283,+1.401s,13
8,1,Michael SchumacherMSC,Ferrari,1:29.766,+1.884s,11
9,4,Takuma SatoSAT,BAR Honda,1:30.050,+2.168s,12
10,6,Giancarlo FisichellaFIS,Renault,1:30.106,+2.224s,9
11,12,Felipe MassaMAS,Sauber Petronas,1:30.368,+2.486s,11
12,17,Ralf SchumacherRSC,Toyota,1:30.563,+2.681s,12
13,16,Jarno TrulliTRU,Toyota,1:30.785,+2.903s,11
14,8,Nick HeidfeldHEI,Williams BMW,1:30.847,+2.965s,10
15,11,Jacques VilleneuveVIL,Sauber Petronas,1:30.847,+2.965s,12
16,15,Christian KlienKLI,RBR Cosworth,1:31.008,+3.126s,10
17,2,Rubens BarrichelloBAR,Ferrari,1:31.294,+3.412s,11
18,14,David CoulthardCOU,RBR Cosworth,1:31.306,+3.424s,11
19,37,Vitantonio LiuzziLIU,RBR Cosworth,1:31.353,+3.471s,20
20,18,Tiago MonteiroMON,Jordan Toyota,1:32.147,+4.265s,15
21,39,Nicolas KiesaKIE,Jordan Toyota,1:32.501,+4.619s,22
22,19,Narain KarthikeyanKAR,Jordan Toyota,1:32.886,+5.004s,12
23,21,Christijan AlbersALB,Minardi Cosworth,1:33.474,+5.592s,13
24,20,Robert DoornbosDOO,Minardi Cosworth,1:35.367,+7.485s,12
25,40,Enrico ToccaceloTOC,Minardi Cosworth,1:36.411,+8.529s,15
