Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:30.532,,23
2,38,Ricardo ZontaZON,Toyota,1:31.075,+0.543s,16
3,3,Jenson ButtonBUT,BAR Honda,1:32.043,+1.511s,18
4,14,David CoulthardCOU,RBR Cosworth,1:32.229,+1.697s,23
5,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:32.321,+1.789s,9
6,5,Fernando AlonsoALO,Renault,1:32.370,+1.838s,22
7,6,Giancarlo FisichellaFIS,Renault,1:32.470,+1.938s,19
8,4,Takuma SatoSAT,BAR Honda,1:32.791,+2.259s,20
9,7,Mark WebberWEB,Williams BMW,1:33.098,+2.566s,13
10,15,Christian KlienKLI,RBR Cosworth,1:33.139,+2.607s,19
11,12,Felipe MassaMAS,Sauber Petronas,1:33.257,+2.725s,16
12,37,Vitantonio LiuzziLIU,RBR Cosworth,1:33.441,+2.909s,22
13,9,Kimi RäikkönenRAI,McLaren Mercedes,1:33.486,+2.954s,8
14,8,Antonio PizzoniaPIZ,Williams BMW,1:33.528,+2.996s,22
15,11,Jacques VilleneuveVIL,Sauber Petronas,1:33.645,+3.113s,15
16,2,Rubens BarrichelloBAR,Ferrari,1:33.700,+3.168s,9
17,17,Ralf SchumacherRSC,Toyota,1:33.735,+3.203s,10
18,1,Michael SchumacherMSC,Ferrari,1:33.886,+3.354s,9
19,16,Jarno TrulliTRU,Toyota,1:34.535,+4.003s,11
20,39,Sakon YamamotoYAM,Jordan Toyota,1:36.295,+5.763s,23
21,21,Christijan AlbersALB,Minardi Cosworth,1:37.153,+6.621s,16
22,19,Narain KarthikeyanKAR,Jordan Toyota,1:37.154,+6.622s,13
23,20,Robert DoornbosDOO,Minardi Cosworth,1:37.816,+7.284s,17
24,18,Tiago MonteiroMON,Jordan Toyota,1:38.250,+7.718s,17
