Pos,No,Driver,Car,Time,Gap,Laps
1,38,Ricardo ZontaZON,Toyota,1:31.449,,21
2,1,Michael SchumacherMSC,Ferrari,1:32.120,+0.671s,5
3,37,Vitantonio LiuzziLIU,RBR Cosworth,1:32.509,+1.060s,17
4,35,Alexander WurzWUR,McLaren Mercedes,1:33.106,+1.657s,13
5,2,Rubens BarrichelloBAR,Ferrari,1:33.111,+1.662s,5
6,10,Pedro de la RosaDLR,McLaren Mercedes,1:33.270,+1.821s,9
7,7,Mark WebberWEB,Williams BMW,1:33.427,+1.978s,8
8,9,Kimi RäikkönenRAI,McLaren Mercedes,1:33.836,+2.387s,5
9,3,Jenson ButtonBUT,BAR Honda,1:34.002,+2.553s,5
10,8,Nick HeidfeldHEI,Williams BMW,1:34.722,+3.273s,4
11,15,Christian KlienKLI,RBR Cosworth,1:34.722,+3.273s,8
12,12,Felipe MassaMAS,Sauber Petronas,1:34.875,+3.426s,6
13,14,David CoulthardCOU,RBR Cosworth,1:34.984,+3.535s,8
14,39,Robert DoornbosDOO,Jordan Toyota,1:35.432,+3.983s,23
15,19,Narain KarthikeyanKAR,Jordan Toyota,1:35.766,+4.317s,14
16,18,Tiago MonteiroMON,Jordan Toyota,1:36.534,+5.085s,18
17,11,Jacques VilleneuveVIL,Sauber Petronas,1:37.112,+5.663s,8
18,21,Christijan AlbersALB,Minardi Cosworth,1:37.778,+6.329s,15
19,20,Patrick Friesacher FRI,Minardi Cosworth,1:38.603,+7.154s,16
20,4,Takuma SatoSAT,BAR Honda,,,2
21,6,Giancarlo FisichellaFIS,Renault,,,2
22,5,Fernando AlonsoALO,Renault,,,2
23,16,Jarno TrulliTRU,Toyota,,,1
24,17,Ralf SchumacherRSC,Toyota,,,1
