Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:33.463,,20
2,2,Rubens BarrichelloBAR,Ferrari,1:35.303,+1.840s,13
3,38,Ricardo ZontaZON,Toyota,1:35.373,+1.910s,24
4,9,Kimi RäikkönenRAI,McLaren Mercedes,1:35.481,+2.018s,5
5,1,Michael SchumacherMSC,Ferrari,1:35.494,+2.031s,12
6,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:35.521,+2.058s,9
7,5,Fernando AlonsoALO,Renault,1:35.605,+2.142s,10
8,7,Mark WebberWEB,Williams BMW,1:35.945,+2.482s,13
9,14,David CoulthardCOU,RBR Cosworth,1:36.089,+2.626s,10
10,3,Jenson ButtonBUT,BAR Honda,1:36.096,+2.633s,11
11,8,Antonio PizzoniaPIZ,Williams BMW,1:36.208,+2.745s,12
12,4,Takuma SatoSAT,BAR Honda,1:36.829,+3.366s,11
13,17,Ralf SchumacherRSC,Toyota,1:36.866,+3.403s,13
14,37,Vitantonio LiuzziLIU,RBR Cosworth,1:37.119,+3.656s,24
15,12,Felipe MassaMAS,Sauber Petronas,1:37.123,+3.660s,11
16,6,Giancarlo FisichellaFIS,Renault,1:37.143,+3.680s,5
17,15,Christian KlienKLI,RBR Cosworth,1:37.490,+4.027s,8
18,11,Jacques VilleneuveVIL,Sauber Petronas,1:37.688,+4.225s,7
19,16,Jarno TrulliTRU,Toyota,1:37.764,+4.301s,9
20,19,Narain KarthikeyanKAR,Jordan Toyota,1:38.308,+4.845s,15
21,18,Tiago MonteiroMON,Jordan Toyota,1:39.088,+5.625s,11
22,39,Nicolas KiesaKIE,Jordan Toyota,1:39.687,+6.224s,21
23,20,Robert DoornbosDOO,Minardi Cosworth,1:40.724,+7.261s,14
24,21,Christijan AlbersALB,Minardi Cosworth,1:40.787,+7.324s,13
