Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:19.205,,21
2,38,Ricardo ZontaZON,Toyota,1:20.139,+0.934s,30
3,3,Jenson ButtonBUT,BAR Honda,1:20.211,+1.006s,10
4,9,Kimi RäikkönenRAI,McLaren Mercedes,1:20.411,+1.206s,9
5,17,Ralf SchumacherRSC,Toyota,1:21.080,+1.875s,6
6,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:21.091,+1.886s,5
7,1,Michael SchumacherMSC,Ferrari,1:21.453,+2.248s,9
8,4,Takuma SatoSAT,BAR Honda,1:21.582,+2.377s,10
9,2,Rubens BarrichelloBAR,Ferrari,1:22.216,+3.011s,9
10,12,Felipe MassaMAS,Sauber Petronas,1:22.350,+3.145s,11
11,14,David CoulthardCOU,RBR Cosworth,1:22.403,+3.198s,8
12,15,Christian KlienKLI,RBR Cosworth,1:22.456,+3.251s,8
13,37,Vitantonio LiuzziLIU,RBR Cosworth,1:22.615,+3.410s,22
14,11,Jacques VilleneuveVIL,Sauber Petronas,1:23.370,+4.165s,7
15,7,Mark WebberWEB,Williams BMW,1:23.394,+4.189s,8
16,8,Nick HeidfeldHEI,Williams BMW,1:24.321,+5.116s,9
17,19,Narain KarthikeyanKAR,Jordan Toyota,1:24.581,+5.376s,10
18,18,Tiago MonteiroMON,Jordan Toyota,1:25.488,+6.283s,17
19,39,Robert DoornbosDOO,Jordan Toyota,1:25.560,+6.355s,12
20,21,Christijan AlbersALB,Minardi Cosworth,1:25.897,+6.692s,16
21,20,Patrick Friesacher FRI,Minardi Cosworth,1:27.246,+8.041s,7
22,6,Giancarlo FisichellaFIS,Renault,,,2
23,5,Fernando AlonsoALO,Renault,,,2
24,16,Jarno TrulliTRU,Toyota,,,1
