Pos,No,Driver,Car,Time,Gap,Laps
1,35,Alexander WurzWUR,McLaren Mercedes,1:14.277,,21
2,38,Ricardo ZontaZON,Toyota,1:14.893,+0.616s,27
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:15.634,+1.357s,9
4,3,Jenson ButtonBUT,BAR Honda,1:15.851,+1.574s,16
5,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:15.901,+1.624s,9
6,1,Michael SchumacherMSC,Ferrari,1:16.259,+1.982s,20
7,2,Rubens BarrichelloBAR,Ferrari,1:16.280,+2.003s,17
8,37,Vitantonio LiuzziLIU,RBR Cosworth,1:16.733,+2.456s,26
9,4,Takuma SatoSAT,BAR Honda,1:16.795,+2.518s,16
10,17,Ralf SchumacherRSC,Toyota,1:17.197,+2.920s,14
11,14,David CoulthardCOU,RBR Cosworth,1:17.277,+3.000s,14
12,16,Jarno TrulliTRU,Toyota,1:17.341,+3.064s,14
13,15,Christian KlienKLI,RBR Cosworth,1:17.423,+3.146s,13
14,12,Felipe MassaMAS,Sauber Petronas,1:17.442,+3.165s,13
15,8,Nick HeidfeldHEI,Williams BMW,1:17.665,+3.388s,10
16,7,Mark WebberWEB,Williams BMW,1:17.689,+3.412s,10
17,11,Jacques VilleneuveVIL,Sauber Petronas,1:18.132,+3.855s,8
18,19,Narain KarthikeyanKAR,Jordan Toyota,1:18.988,+4.711s,21
19,21,Christijan AlbersALB,Minardi Cosworth,1:19.151,+4.874s,19
20,18,Tiago MonteiroMON,Jordan Toyota,1:19.400,+5.123s,19
21,39,Nicolas KiesaKIE,Jordan Toyota,1:19.933,+5.656s,25
22,20,Robert DoornbosDOO,Minardi Cosworth,1:20.108,+5.831s,17
23,6,Giancarlo FisichellaFIS,Renault,,,2
24,5,Fernando AlonsoALO,Renault,,,2
