Pos,No,Driver,Car,Time,Gap,Laps
1,35,Alexander WurzWUR,McLaren Mercedes,1:31.670,,18
2,1,Michael SchumacherMSC,Ferrari,1:32.578,+0.908s,10
3,38,Ricardo ZontaZON,Toyota,1:32.726,+1.056s,21
4,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:32.873,+1.203s,7
5,2,Rubens BarrichelloBAR,Ferrari,1:32.984,+1.314s,11
6,9,Kimi RäikkönenRAI,McLaren Mercedes,1:32.988,+1.318s,6
7,8,Nick HeidfeldHEI,Williams BMW,1:33.142,+1.472s,5
8,7,Mark WebberWEB,Williams BMW,1:33.248,+1.578s,5
9,37,Christian KlienKLI,RBR Cosworth,1:33.304,+1.634s,19
10,17,Ralf SchumacherRSC,Toyota,1:34.018,+2.348s,11
11,16,Jarno TrulliTRU,Toyota,1:34.212,+2.542s,9
12,12,Felipe MassaMAS,Sauber Petronas,1:35.142,+3.472s,8
13,14,David CoulthardCOU,RBR Cosworth,1:35.413,+3.743s,7
14,11,Jacques VilleneuveVIL,Sauber Petronas,1:35.716,+4.046s,9
15,15,Vitantonio LiuzziLIU,RBR Cosworth,1:36.129,+4.459s,12
16,18,Tiago MonteiroMON,Jordan Toyota,1:37.021,+5.351s,19
17,21,Christijan AlbersALB,Minardi Cosworth,1:37.406,+5.736s,15
18,19,Narain KarthikeyanKAR,Jordan Toyota,1:37.474,+5.804s,16
19,20,Patrick Friesacher FRI,Minardi Cosworth,1:37.538,+5.868s,15
20,39,Franck MontagnyMON,Jordan Toyota,1:37.725,+6.055s,23
21,4,Takuma SatoSAT,BAR Honda,,,2
22,3,Jenson ButtonBUT,BAR Honda,,,2
23,6,Giancarlo FisichellaFIS,Renault,,,2
24,5,Fernando AlonsoALO,Renault,,,2
