Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:21.060,,17
2,38,Ricardo ZontaZON,Toyota,1:21.174,+0.114s,21
3,3,Jenson ButtonBUT,BAR Honda,1:21.805,+0.745s,6
4,1,Michael SchumacherMSC,Ferrari,1:22.085,+1.025s,14
5,37,Christian KlienKLI,RBR Cosworth,1:22.736,+1.676s,20
6,4,Takuma SatoSAT,BAR Honda,1:22.945,+1.885s,6
7,9,Kimi RäikkönenRAI,McLaren Mercedes,1:22.962,+1.902s,5
8,8,Nick HeidfeldHEI,Williams BMW,1:23.086,+2.026s,8
9,10,Alexander WurzWUR,McLaren Mercedes,1:23.391,+2.331s,5
10,7,Mark WebberWEB,Williams BMW,1:23.532,+2.472s,8
11,2,Rubens BarrichelloBAR,Ferrari,1:23.797,+2.737s,10
12,15,Vitantonio LiuzziLIU,RBR Cosworth,1:24.052,+2.992s,22
13,14,David CoulthardCOU,RBR Cosworth,1:24.126,+3.066s,8
14,12,Felipe MassaMAS,Sauber Petronas,1:24.175,+3.115s,13
15,11,Jacques VilleneuveVIL,Sauber Petronas,1:24.255,+3.195s,8
16,19,Narain KarthikeyanKAR,Jordan Toyota,1:24.512,+3.452s,18
17,18,Tiago MonteiroMON,Jordan Toyota,1:25.257,+4.197s,16
18,39,Robert DoornbosDOO,Jordan Toyota,1:25.555,+4.495s,26
19,17,Ralf SchumacherRSC,Toyota,1:26.333,+5.273s,4
20,21,Christijan AlbersALB,Minardi Cosworth,1:27.353,+6.293s,10
21,20,Patrick Friesacher FRI,Minardi Cosworth,1:27.411,+6.351s,13
22,6,Giancarlo FisichellaFIS,Renault,,,2
23,5,Fernando AlonsoALO,Renault,,,2
24,16,Jarno TrulliTRU,Toyota,,,1
