Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:14.778,,21
2,5,Fernando AlonsoALO,Renault,1:15.183,+0.405s,10
3,6,Giancarlo FisichellaFIS,Renault,1:15.255,+0.477s,10
4,4,Takuma SatoSAT,BAR Honda,1:15.530,+0.752s,10
5,9,Kimi RäikkönenRAI,McLaren Mercedes,1:15.877,+1.099s,10
6,3,Jenson ButtonBUT,BAR Honda,1:16.038,+1.260s,11
7,38,Olivier PanisPAN,Toyota,1:16.146,+1.368s,24
8,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:16.366,+1.588s,11
9,17,Ralf SchumacherRSC,Toyota,1:16.731,+1.953s,6
10,8,Nick HeidfeldHEI,Williams BMW,1:16.758,+1.980s,11
11,1,Michael SchumacherMSC,Ferrari,1:16.838,+2.060s,11
12,14,David CoulthardCOU,RBR Cosworth,1:17.168,+2.390s,7
13,15,Christian KlienKLI,RBR Cosworth,1:17.343,+2.565s,10
14,2,Rubens BarrichelloBAR,Ferrari,1:17.389,+2.611s,10
15,7,Mark WebberWEB,Williams BMW,1:17.451,+2.673s,11
16,12,Felipe MassaMAS,Sauber Petronas,1:17.777,+2.999s,7
17,11,Jacques VilleneuveVIL,Sauber Petronas,1:18.192,+3.414s,6
18,37,Vitantonio LiuzziLIU,RBR Cosworth,1:18.876,+4.098s,16
19,39,Robert DoornbosDOO,Jordan Toyota,1:19.001,+4.223s,20
20,19,Narain KarthikeyanKAR,Jordan Toyota,1:20.067,+5.289s,13
21,21,Christijan AlbersALB,Minardi Cosworth,1:20.382,+5.604s,17
22,20,Patrick Friesacher FRI,Minardi Cosworth,1:20.725,+5.947s,16
23,18,Tiago MonteiroMON,Jordan Toyota,1:21.725,+6.947s,6
24,16,Jarno TrulliTRU,Toyota,,,1
