Pos,No,Driver,Car,Time,Gap,Laps
1,35,Pedro de la RosaDLR,McLaren Mercedes,1:16.415,,26
2,38,Ricardo ZontaZON,Toyota,1:16.584,+0.169s,27
3,9,Kimi RäikkönenRAI,McLaren Mercedes,1:16.677,+0.262s,10
4,3,Jenson ButtonBUT,BAR Honda,1:16.710,+0.295s,11
5,1,Michael SchumacherMSC,Ferrari,1:16.872,+0.457s,12
6,10,Juan Pablo MontoyaMOY,McLaren Mercedes,1:16.945,+0.530s,10
7,6,Giancarlo FisichellaFIS,Renault,1:17.281,+0.866s,6
8,4,Takuma SatoSAT,BAR Honda,1:17.458,+1.043s,10
9,17,Ralf SchumacherRSC,Toyota,1:17.497,+1.082s,10
10,2,Rubens BarrichelloBAR,Ferrari,1:17.541,+1.126s,11
11,8,Nick HeidfeldHEI,Williams BMW,1:17.739,+1.324s,5
12,16,Jarno TrulliTRU,Toyota,1:18.049,+1.634s,6
13,7,Mark WebberWEB,Williams BMW,1:18.138,+1.723s,6
14,12,Felipe MassaMAS,Sauber Petronas,1:18.252,+1.837s,8
15,37,Scott SpeedSPE,RBR Cosworth,1:18.499,+2.084s,22
16,11,Jacques VilleneuveVIL,Sauber Petronas,1:18.732,+2.317s,7
17,15,Christian KlienKLI,RBR Cosworth,1:19.212,+2.797s,10
18,14,David CoulthardCOU,RBR Cosworth,1:19.694,+3.279s,10
19,19,Narain KarthikeyanKAR,Jordan Toyota,1:19.791,+3.376s,21
20,20,Patrick Friesacher FRI,Minardi Cosworth,1:21.990,+5.575s,12
21,21,Christijan AlbersALB,Minardi Cosworth,1:22.452,+6.037s,18
22,18,Tiago MonteiroMON,Jordan Toyota,1:23.152,+6.737s,5
23,5,Fernando AlonsoALO,Renault,,,2
