Pos,No,Driver,Car,Time
1,9,Michele AlboretoALB,Footwork Mugen Honda,1:26.865
1,5,Nigel MansellMAN,Williams Renault,1:21.842
2,6,Riccardo PatresePAT,Williams Renault,1:22.895
2,29,Bertrand GachotGAC,Venturi Lamborghini,1:27.407
3,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:27.601
3,1,Ayrton SennaSEN,McLaren Honda,1:23.086
4,2,Gerhard BergerBER,McLaren Honda,1:23.418
4,14,Andrea ChiesaCHI,Fondmetal Ford,1:28.480
5,34,Roberto MorenoMOR,Moda Judd,1:28.943
5,19,Michael SchumacherMSC,Benetton Ford,1:23.701
6,20,Martin BrundleBRU,Benetton Ford,1:23.904
6,35,Perry McCarthyMCC,Moda Judd,1:37.537
7,27,Jean AlesiALE,Ferrari,1:23.970
8,28,Ivan CapelliCAP,Ferrari,1:24.192
10,25,Thierry BoutsenBOU,Ligier Renault,1:25.043
11,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:25.134
12,16,Karl WendlingerWEN,March Ilmor,1:25.483
13,26,Erik ComasCOM,Ligier Renault,1:25.543
14,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:25.637
15,22,Pierluigi MartiniMAR,Dallara Ferrari,1:25.838
16,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:25.865
18,33,Mauricio GugelminGUG,Jordan Yamaha,1:26.056
20,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:26.404
21,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:26.681
22,15,Gabriele TarquiniTAR,Fondmetal Ford,1:26.765
23,32,Stefano ModenaMOD,Jordan Yamaha,1:26.774
24,17,Paul BelmondoBEL,March Ilmor,1:27.194
25,23,Christian FittipaldiFIT,Minardi Lamborghini,1:27.229
26,12,Johnny HerbertHER,Lotus Ford,1:27.270
27,11,Mika HakkinenHAK,Lotus Ford,1:27.437
29,8,Damon HillHIL,Brabham Judd,1:28.423
30,7,Eric van de PoeleVAN,Brabham Judd,1:28.832
