Pos,No,Driver,Car,Time
1,29,Bertrand GachotGAC,Venturi Lamborghini,1:24.650
1,5,Nigel MansellMAN,Williams Renault,1:18.965
2,6,Riccardo PatresePAT,Williams Renault,1:20.884
2,15,Gabriele TarquiniTAR,Fondmetal Ford,1:27.378
3,1,Ayrton SennaSEN,McLaren Honda,1:21.706
3,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:27.560
4,19,Michael SchumacherMSC,Benetton Ford,1:22.066
4,14,Andrea ChiesaCHI,Fondmetal Ford,1:28.965
5,34,Roberto MorenoMOR,Moda Judd,1:30.592
5,2,Gerhard BergerBER,McLaren Honda,1:22.296
6,20,Martin BrundleBRU,Benetton Ford,1:23.489
6,35,Perry McCarthyMCC,Moda Judd,1:46.719
7,12,Johnny HerbertHER,Lotus Ford,1:23.605
8,27,Jean AlesiALE,Ferrari,1:23.723
9,11,Mika HakkinenHAK,Lotus Ford,1:23.813
10,26,Erik ComasCOM,Ligier Renault,1:23.957
12,9,Michele AlboretoALB,Footwork Mugen Honda,1:24.198
13,25,Thierry BoutsenBOU,Ligier Renault,1:24.545
14,28,Ivan CapelliCAP,Ferrari,1:24.558
17,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:24.924
18,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:24.984
19,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:25.037
20,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:25.096
21,16,Karl WendlingerWEN,March Ilmor,1:25.123
22,22,Pierluigi MartiniMAR,Dallara Ferrari,1:25.221
23,32,Stefano ModenaMOD,Jordan Yamaha,1:25.362
24,33,Mauricio GugelminGUG,Jordan Yamaha,1:25.988
25,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:25.998
26,8,Damon HillHIL,Brabham Judd,1:26.378
27,23,Alessandro ZanardiZAN,Minardi Lamborghini,1:26.458
28,17,Paul BelmondoBEL,March Ilmor,1:27.995
30,7,Eric van de PoeleVAN,Brabham Judd,1:28.719
