Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Renault,1:37.360
2,6,Riccardo PatresePAT,Williams Renault,1:38.219
3,1,Ayrton SennaSEN,McLaren Honda,1:38.375
4,2,Gerhard BergerBER,McLaren Honda,1:40.296
5,19,Michael SchumacherMSC,Benetton Ford,1:40.922
6,12,Johnny HerbertHER,Lotus Ford,1:41.030
7,11,Mika HakkinenHAK,Lotus Ford,1:41.415
8,26,Erik ComasCOM,Ligier Renault,1:42.187
9,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:42.361
10,25,Thierry BoutsenBOU,Ligier Renault,1:42.428
11,28,Nicola LariniLAR,Ferrari,1:42.488
12,23,Christian FittipaldiFIT,Minardi Lamborghini,1:42.617
13,20,Martin BrundleBRU,Benetton Ford,1:42.626
14,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:42.627
15,27,Jean AlesiALE,Ferrari,1:42.824
16,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:43.029
17,32,Stefano ModenaMOD,Jordan Yamaha,1:43.117
18,29,Bertrand GachotGAC,Venturi Lamborghini,1:43.156
19,22,Pierluigi MartiniMAR,Dallara Ferrari,1:43.251
20,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:43.488
21,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:43.941
22,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:44.037
23,16,Jan LammersLAM,March Ilmor,1:44.075
24,9,Michele AlboretoALB,Footwork Mugen Honda,1:44.149
25,33,Mauricio GugelminGUG,Jordan Yamaha,1:44.253
26,17,Emanuele NaspettiNAS,March Ilmor,1:47.303
