Pos,No,Driver,Car,Time
1,5,Nigel MansellMAN,Williams Renault,1:22.221
2,1,Ayrton SennaSEN,McLaren Honda,1:22.822
3,27,Jean AlesiALE,Ferrari,1:22.976
4,6,Riccardo PatresePAT,Williams Renault,1:23.022
5,2,Gerhard BergerBER,McLaren Honda,1:23.112
6,19,Michael SchumacherMSC,Benetton Ford,1:23.629
7,28,Ivan CapelliCAP,Ferrari,1:24.321
8,25,Thierry BoutsenBOU,Ligier Renault,1:24.413
9,20,Martin BrundleBRU,Benetton Ford,1:24.551
10,29,Bertrand GachotGAC,Venturi Lamborghini,1:24.654
11,11,Mika HakkinenHAK,Lotus Ford,1:24.807
12,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:24.912
13,12,Johnny HerbertHER,Lotus Ford,1:25.140
14,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:25.145
15,26,Erik ComasCOM,Ligier Renault,1:25.178
16,9,Michele AlboretoALB,Footwork Mugen Honda,1:25.234
17,16,Karl WendlingerWEN,March Ilmor,1:25.343
18,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:25.354
19,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:25.374
20,15,Gabriele TarquiniTAR,Fondmetal Ford,1:25.420
21,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:25.425
22,22,Pierluigi MartiniMAR,Dallara Ferrari,1:25.528
23,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:26.174
24,17,Emanuele NaspettiNAS,March Ilmor,1:26.279
25,14,Eric van de PoeleVAN,Fondmetal Ford,1:26.407
26,33,Mauricio GugelminGUG,Jordan Yamaha,1:26.463
27,23,Christian FittipaldiFIT,Minardi Lamborghini,1:26.510
28,32,Stefano ModenaMOD,Jordan Yamaha,1:27.331
