Pos,No,Driver,Car,Time
1,15,Alain ProstPRO,Renault,1:36.672
2,16,Eddie  CheeverCHE,Renault,1:38.980
3,6,Riccardo PatresePAT,Brabham BMW,1:39.104
4,28,Rene ArnouxARN,Ferrari,1:39.115
5,11,Elio de AngelisDEA,Lotus Renault,1:39.312
6,5,Nelson PiquetPIQ,Brabham BMW,1:39.601
7,22,Andrea de CesarisDEC,Alfa Romeo,1:39.611
8,23,Mauro BaldiBAL,Alfa Romeo,1:39.618
9,35,Derek WarwickWAR,Toleman Hart,1:39.881
10,9,Manfred WinkelhockWIN,ATS BMW,1:40.233
11,27,Patrick TambayTAM,Ferrari,1:40.393
12,8,Niki LaudaLAU,McLaren Ford,1:41.065
13,36,Bruno GiacomelliGIA,Toleman Hart,1:41.775
14,7,John WatsonWAT,McLaren Ford,1:41.838
15,3,Michele AlboretoALB,Tyrrell Ford,1:42.177
16,1,Keke RosbergROS,Williams Ford,1:42.450
17,34,Johnny CecottoCEC,Theodore Ford,1:42.615
18,12,Nigel MansellMAN,Lotus Ford,1:42.650
19,2,Jacques LaffiteLAF,Williams Ford,1:42.678
20,25,Jean-Pierre JarierJAR,Ligier Ford,1:42.737
21,29,Marc SurerSUR,Arrows Ford,1:42.962
22,33,Roberto GuerreroGUE,Theodore Ford,1:43.367
23,31,Corrado FabiFAB,Osella Ford,1:43.411
24,4,Danny SullivanSUL,Tyrrell Ford,1:43.654
25,26,Raul BoeselBOE,Ligier Ford,1:44.470
26,30,Chico SerraSER,Arrows Ford,1:44.778
NC,17,Eliseo SalazarSAL,RAM Ford,1:45.073
NC,32,Piercarlo GhinzaniGHI,Osella Ford,1:45.812
NC,18,Jean Louis SchlesserSCH,RAM Ford,1:45.866
