Pos,No,Driver,Car,Time,Gap,Laps
1,6,Mark WebberWEB,RBR Renault,1:35.323,,16
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:35.564,+0.241s,12
3,5,Sebastian VettelVET,RBR Renault,1:35.691,+0.368s,14
4,1,Jenson ButtonBUT,McLaren Mercedes,1:35.747,+0.424s,14
5,8,Fernando AlonsoALO,Ferrari,1:35.857,+0.534s,13
6,4,Nico RosbergROS,Mercedes,1:35.913,+0.590s,12
7,3,Michael SchumacherMSC,Mercedes,1:36.262,+0.939s,10
8,11,Robert KubicaKUB,Renault,1:36.343,+1.020s,16
9,7,Felipe MassaMAS,Ferrari,1:36.416,+1.093s,11
10,23,Kamui KobayashiKOB,Sauber Ferrari,1:36.634,+1.311s,16
11,17,Jaime AlguersuariALG,STR Ferrari,1:36.879,+1.556s,17
12,15,Vitantonio LiuzziLIU,Force India Mercedes,1:37.031,+1.708s,16
13,16,Sebastien BuemiBUE,STR Ferrari,1:37.192,+1.869s,18
14,14,Adrian SutilSUT,Force India Mercedes,1:37.240,+1.917s,18
15,12,Vitaly PetrovPET,Renault,1:37.339,+2.016s,13
16,9,Rubens BarrichelloBAR,Williams Cosworth,1:37.585,+2.262s,13
17,22,Pedro de la RosaDLR,Sauber Ferrari,1:37.664,+2.341s,19
18,10,Nico HulkenbergHUL,Williams Cosworth,1:37.784,+2.461s,14
19,24,Timo GlockGLO,Virgin Cosworth,1:39.579,+4.256s,15
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:39.616,+4.293s,17
21,25,Lucas di GrassiDIG,Virgin Cosworth,1:39.749,+4.426s,13
22,18,Jarno TrulliTRU,Lotus Cosworth,1:39.776,+4.453s,16
23,21,Bruno SennaSEN,HRT Cosworth,1:40.316,+4.993s,19
24,20,Karun ChandhokCHD,HRT Cosworth,1:41.141,+5.818s,18
