Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,RBR Renault,1:30.958,,14
2,6,Mark WebberWEB,RBR Renault,1:30.992,+0.034s,15
3,8,Fernando AlonsoALO,Ferrari,1:31.101,+0.143s,10
4,4,Nico RosbergROS,Mercedes,1:31.188,+0.230s,15
5,7,Felipe MassaMAS,Ferrari,1:31.240,+0.282s,16
6,11,Robert KubicaKUB,Renault,1:31.519,+0.561s,18
7,2,Lewis HamiltonHAM,McLaren Mercedes,1:31.549,+0.591s,16
8,3,Michael SchumacherMSC,Mercedes,1:31.555,+0.597s,14
9,22,Pedro de la RosaDLR,Sauber Ferrari,1:31.559,+0.601s,18
10,9,Rubens BarrichelloBAR,Williams Cosworth,1:31.581,+0.623s,16
11,12,Vitaly PetrovPET,Renault,1:31.698,+0.740s,17
12,1,Jenson ButtonBUT,McLaren Mercedes,1:31.703,+0.745s,16
13,10,Nico HulkenbergHUL,Williams Cosworth,1:31.867,+0.909s,17
14,23,Kamui KobayashiKOB,Sauber Ferrari,1:31.947,+0.989s,16
15,14,Adrian SutilSUT,Force India Mercedes,1:31.994,+1.036s,13
16,16,Sebastien BuemiBUE,STR Ferrari,1:32.235,+1.277s,18
17,17,Jaime AlguersuariALG,STR Ferrari,1:32.331,+1.373s,20
18,15,Vitantonio LiuzziLIU,Force India Mercedes,1:32.723,+1.765s,18
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:34.339,+3.381s,20
20,25,Lucas di GrassiDIG,Virgin Cosworth,1:35.479,+4.521s,17
21,18,Jarno TrulliTRU,Lotus Cosworth,1:36.098,+5.140s,11
22,20,Karun ChandhokCHD,HRT Cosworth,1:36.286,+5.328s,16
23,24,Timo GlockGLO,Virgin Cosworth,1:36.640,+5.682s,6
24,21,Sakon YamamotoYAM,HRT Cosworth,1:37.178,+6.220s,18
