Pos,No,Driver,Car,Time,Gap,Laps
1,8,Fernando AlonsoALO,Ferrari,1:54.099,,14
2,4,Nico RosbergROS,Mercedes,1:54.368,+0.269s,13
3,6,Mark WebberWEB,RBR Renault,1:54.500,+0.401s,15
4,3,Michael SchumacherMSC,Mercedes,1:54.533,+0.434s,13
5,5,Sebastian VettelVET,RBR Renault,1:54.646,+0.547s,16
6,7,Felipe MassaMAS,Ferrari,1:54.739,+0.640s,14
7,1,Jenson ButtonBUT,McLaren Mercedes,1:55.000,+0.901s,14
8,11,Robert KubicaKUB,Renault,1:55.331,+1.232s,15
9,15,Vitantonio LiuzziLIU,Force India Mercedes,1:55.432,+1.333s,11
10,10,Nico HulkenbergHUL,Williams Cosworth,1:55.461,+1.362s,13
11,14,Adrian SutilSUT,Force India Mercedes,1:55.521,+1.422s,13
12,2,Lewis HamiltonHAM,McLaren Mercedes,1:55.860,+1.761s,8
13,22,Pedro de la RosaDLR,Sauber Ferrari,1:56.063,+1.964s,14
14,9,Rubens BarrichelloBAR,Williams Cosworth,1:56.259,+2.160s,15
15,16,Sebastien BuemiBUE,STR Ferrari,1:56.295,+2.196s,17
16,17,Jaime AlguersuariALG,STR Ferrari,1:56.504,+2.405s,16
17,23,Kamui KobayashiKOB,Sauber Ferrari,1:56.530,+2.431s,14
18,12,Vitaly PetrovPET,Renault,1:56.811,+2.712s,16
19,24,Timo GlockGLO,Virgin Cosworth,1:59.173,+5.074s,10
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:59.789,+5.690s,15
21,18,Jarno TrulliTRU,Lotus Cosworth,2:01.259,+7.160s,5
22,21,Bruno SennaSEN,HRT Cosworth,2:04.001,+9.902s,11
23,25,Lucas di GrassiDIG,Virgin Cosworth,,,2
