Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,RBR Renault,1:15.103,,18
2,8,Fernando AlonsoALO,Ferrari,1:15.387,+0.284s,21
3,6,Mark WebberWEB,RBR Renault,1:15.708,+0.605s,16
4,7,Felipe MassaMAS,Ferrari,1:15.854,+0.751s,20
5,4,Nico RosbergROS,Mercedes,1:16.046,+0.943s,20
6,2,Lewis HamiltonHAM,McLaren Mercedes,1:16.207,+1.104s,13
7,3,Michael SchumacherMSC,Mercedes,1:16.473,+1.370s,16
8,9,Rubens BarrichelloBAR,Williams Cosworth,1:16.481,+1.378s,23
9,11,Robert KubicaKUB,Renault,1:16.646,+1.543s,20
10,10,Nico HulkenbergHUL,Williams Cosworth,1:16.743,+1.640s,17
11,23,Kamui KobayashiKOB,Sauber Ferrari,1:16.882,+1.779s,19
12,16,Sebastien BuemiBUE,STR Ferrari,1:16.990,+1.887s,21
13,1,Jenson ButtonBUT,McLaren Mercedes,1:17.037,+1.934s,15
14,12,Vitaly PetrovPET,Renault,1:17.148,+2.045s,20
15,22,Pedro de la RosaDLR,Sauber Ferrari,1:17.220,+2.117s,19
16,17,Jaime AlguersuariALG,STR Ferrari,1:17.341,+2.238s,21
17,15,Vitantonio LiuzziLIU,Force India Mercedes,1:17.538,+2.435s,22
18,19,Heikki KovalainenKOV,Lotus Cosworth,1:19.193,+4.090s,11
19,18,Jarno TrulliTRU,Lotus Cosworth,1:19.607,+4.504s,10
20,21,Bruno SennaSEN,HRT Cosworth,1:20.533,+5.430s,9
21,20,Sakon YamamotoYAM,HRT Cosworth,1:21.538,+6.435s,14
22,25,Lucas di GrassiDIG,Virgin Cosworth,1:23.444,+8.341s,10
23,24,Timo GlockGLO,Virgin Cosworth,1:23.873,+8.770s,7
24,14,Adrian SutilSUT,Force India Mercedes,,,2
