Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,RBR Renault,1:38.052,,14
2,11,Robert KubicaKUB,Renault,1:38.154,+0.102s,17
3,6,Mark WebberWEB,RBR Renault,1:38.313,+0.261s,13
4,14,Adrian SutilSUT,Force India Mercedes,1:38.500,+0.448s,17
5,8,Fernando AlonsoALO,Ferrari,1:38.513,+0.461s,18
6,9,Rubens BarrichelloBAR,Williams Cosworth,1:38.623,+0.571s,15
7,15,Vitantonio LiuzziLIU,Force India Mercedes,1:38.676,+0.624s,17
8,7,Felipe MassaMAS,Ferrari,1:38.686,+0.634s,16
9,1,Jenson ButtonBUT,McLaren Mercedes,1:38.769,+0.717s,16
10,2,Lewis HamiltonHAM,McLaren Mercedes,1:38.816,+0.764s,15
11,4,Nico RosbergROS,Mercedes,1:38.822,+0.770s,15
12,16,Sebastien BuemiBUE,STR Ferrari,1:39.050,+0.998s,16
13,10,Nico HulkenbergHUL,Williams Cosworth,1:39.105,+1.053s,15
14,12,Vitaly PetrovPET,Renault,1:39.113,+1.061s,16
15,3,Michael SchumacherMSC,Mercedes,1:39.222,+1.170s,14
16,17,Jaime AlguersuariALG,STR Ferrari,1:39.392,+1.340s,18
17,23,Kamui KobayashiKOB,Sauber Ferrari,1:39.527,+1.475s,16
18,22,Pedro de la RosaDLR,Sauber Ferrari,1:39.699,+1.647s,16
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:41.303,+3.251s,19
20,18,Jarno TrulliTRU,Lotus Cosworth,1:41.428,+3.376s,20
21,24,Timo GlockGLO,Virgin Cosworth,1:41.955,+3.903s,17
22,25,Lucas di GrassiDIG,Virgin Cosworth,1:42.354,+4.302s,18
23,21,Bruno SennaSEN,HRT Cosworth,1:42.611,+4.559s,18
24,20,Karun ChandhokCHD,HRT Cosworth,1:42.622,+4.570s,19
