Pos,No,Driver,Car,Time
1,5,Thierry BoutsenBOU,Williams Renault,1:17.919
1,25,Nicola LariniLAR,Ligier Ford,1:21.518
2,6,Riccardo PatresePAT,Williams Renault,1:17.955
2,26,Philippe AlliotALL,Ligier Ford,1:21.710
3,18,Yannick DalmasDAL,AGS Ford,1:23.227
3,28,Gerhard BergerBER,McLaren Honda,1:18.127
4,27,Ayrton SennaSEN,McLaren Honda,1:18.162
4,17,Gabriele TarquiniTAR,AGS Ford,1:23.406
5,14,Olivier GrouillardGRO,Osella Ford,1:23.582
5,2,Nigel MansellMAN,Ferrari,1:18.719
6,4,Jean AlesiALE,Tyrrell Ford,1:18.726
6,31,Bertrand GachotGAC,Coloni Ford,1:23.670
7,19,Alessandro NanniniNAN,Benetton Ford,1:18.901
7,33,Roberto MorenoMOR,Euro Brun Judd,1:24.386
8,1,Alain ProstPRO,Ferrari,1:19.029
8,34,Claudio LangesLAN,Euro Brun Judd,1:26.514
9,39,Bruno GiacomelliGIA,Life,1:41.431
9,20,Nelson PiquetPIQ,Benetton Ford,1:19.453
10,22,Andrea de CesarisDEC,Dallara Ford,1:19.675
11,11,Derek WarwickWAR,Lotus Lamborghini,1:19.839
12,29,Eric BernardBER,Lola Lamborghini,1:19.963
13,21,Emanuele PirroPIR,Dallara Ford,1:19.970
14,23,Pierluigi MartiniMAR,Minardi Ford,1:20.197
15,3,Satoru NakajimaNAK,Tyrrell Ford,1:20.202
16,16,Ivan CapelliCAP,Leyton House Judd,1:20.385
17,15,Mauricio GugelminGUG,Leyton House Judd,1:20.397
18,12,Martin DonnellyDON,Lotus Lamborghini,1:20.602
19,30,Aguri SuzukiSUZ,Lola Lamborghini,1:20.619
20,8,Stefano ModenaMOD,Brabham Judd,1:20.715
22,9,Michele AlboretoALB,Arrows Ford,1:21.758
23,24,Paolo BarillaBAR,Minardi Ford,1:21.849
26,10,Alex CaffiCAF,Arrows Ford,1:22.126
28,7,David BrabhamBRA,Brabham Judd,1:22.488
29,36,Jyrki JarvilehtoJAR,Onyx Ford,1:22.647
30,35,Gregor FoitekFOI,Onyx Ford,1:24.361
