Pos,No,Driver,Car,Time
1,29,Eric BernardBER,Lola Lamborghini,1:23.763
1,27,Ayrton SennaSEN,McLaren Honda,1:17.277
2,28,Gerhard BergerBER,McLaren Honda,1:17.888
2,30,Aguri SuzukiSUZ,Lola Lamborghini,1:23.982
3,14,Olivier GrouillardGRO,Osella Ford,1:23.987
3,5,Thierry BoutsenBOU,Williams Renault,1:18.150
4,6,Riccardo PatresePAT,Williams Renault,1:18.288
4,18,Yannick DalmasDAL,AGS Ford,1:24.015
5,2,Nigel MansellMAN,Ferrari,1:18.509
5,17,Gabriele TarquiniTAR,AGS Ford,1:24.265
6,1,Alain ProstPRO,Ferrari,1:18.631
6,33,Roberto MorenoMOR,Euro Brun Judd,1:25.763
7,4,Jean AlesiALE,Tyrrell Ford,1:18.923
7,31,Bertrand GachotGAC,Coloni Subaru,1:34.046
8,34,Claudio LangesLAN,Euro Brun Judd,1:39.188
8,23,Pierluigi MartiniMAR,Minardi Ford,1:19.039
9,22,Andrea de CesarisDEC,Dallara Ford,1:19.125
10,26,Philippe AlliotALL,Ligier Ford,1:19.309
12,8,Stefano ModenaMOD,Brabham Judd,1:19.425
13,20,Nelson PiquetPIQ,Benetton Ford,1:19.629
14,12,Martin DonnellyDON,Lotus Lamborghini,1:20.032
15,19,Alessandro NanniniNAN,Benetton Ford,1:20.055
16,21,Gianni MorbidelliMOR,Dallara Ford,1:20.164
17,24,Paolo BarillaBAR,Minardi Ford,1:20.282
19,3,Satoru NakajimaNAK,Tyrrell Ford,1:20.568
20,25,Nicola LariniLAR,Ligier Ford,1:20.650
22,7,Gregor FoitekFOI,Brabham Judd,1:20.902
23,9,Michele AlboretoALB,Arrows Ford,1:20.920
24,11,Derek WarwickWAR,Lotus Lamborghini,1:20.998
25,10,Alex CaffiCAF,Arrows Ford,1:21.065
27,35,Stefan JohanssonJOH,Onyx Ford,1:21.241
28,36,Jyrki JarvilehtoJAR,Onyx Ford,1:21.323
29,16,Ivan CapelliCAP,Leyton House Judd,1:21.383
30,15,Mauricio GugelminGUG,Leyton House Judd,1:21.616
