Pos,No,Driver,Car,Time
1,33,Roberto MorenoMOR,Euro Brun Judd,1:28.268
1,27,Ayrton SennaSEN,McLaren Honda,1:20.399
2,28,Gerhard BergerBER,McLaren Honda,1:20.465
2,14,Olivier GrouillardGRO,Osella Ford,1:28.589
3,1,Alain ProstPRO,Ferrari,1:20.826
3,30,Aguri SuzukiSUZ,Lola Lamborghini,1:29.372
4,29,Eric BernardBER,Lola Lamborghini,1:29.844
4,19,Alessandro NanniniNAN,Benetton Ford,1:21.302
5,20,Nelson PiquetPIQ,Benetton Ford,1:21.568
5,17,Gabriele TarquiniTAR,AGS Ford,1:29.855
6,5,Thierry BoutsenBOU,Williams Renault,1:21.599
6,18,Yannick DalmasDAL,AGS Ford,1:30.460
7,31,Bertrand GachotGAC,Coloni Subaru,1:44.185
7,2,Nigel MansellMAN,Ferrari,1:21.641
8,4,Jean AlesiALE,Tyrrell Ford,1:21.748
8,34,Claudio LangesLAN,Euro Brun Judd,1:47.118
9,39,Bruno GiacomelliGIA,Life,1:50.253
9,6,Riccardo PatresePAT,Williams Renault,1:22.018
10,8,Stefano ModenaMOD,Brabham Judd,1:22.660
11,11,Derek WarwickWAR,Lotus Lamborghini,1:22.673
12,12,Martin DonnellyDON,Lotus Lamborghini,1:22.703
13,3,Satoru NakajimaNAK,Tyrrell Ford,1:23.605
14,9,Michele AlboretoALB,Arrows Ford,1:23.744
16,23,Pierluigi MartiniMAR,Minardi Ford,1:23.795
17,26,Philippe AlliotALL,Ligier Ford,1:23.899
19,21,Emanuele PirroPIR,Dallara Ford,1:24.269
20,25,Nicola LariniLAR,Ligier Ford,1:24.285
21,35,Gregor FoitekFOI,Onyx Ford,1:24.397
22,36,Jyrki JarvilehtoJAR,Onyx Ford,1:24.425
24,16,Ivan CapelliCAP,Leyton House Judd,1:24.554
25,22,Andrea de CesarisDEC,Dallara Ford,1:24.621
26,10,Alex CaffiCAF,Arrows Ford,1:25.113
28,15,Mauricio GugelminGUG,Leyton House Judd,1:25.712
29,24,Paolo BarillaBAR,Minardi Ford,1:25.951
30,7,David BrabhamBRA,Brabham Judd,1:26.771
